the_date,winner,total_wins,win_share
2025-03-30,Altice,412.0,3.0968129885748645
2025-03-30,CenturyLink,317.0,2.382742032471437
2025-03-30,Starlink,241.0,1.8114852675886952
2025-03-30,Windstream,213.0,1.6010222489476849
2025-03-30,Brightspeed,198.0,1.4882742032471437
2025-03-30,Google Fiber,161.0,1.210162357185809
2025-03-30,Cable One,129.0,0.9696331930246542
2025-03-30,Mediacom,127.0,0.9546001202645821
2025-03-30,TDS Telecom,103.0,0.7742032471437161
2025-03-30,Consolidated,97.0,0.7291040288634997
2025-03-30,Astound Broadband,88.0,0.6614552014431749
2025-03-30,Metronet,88.0,0.6614552014431749
2025-03-30,WOW!,70.0,0.5261575466025256
2025-03-30,Atlantic Broadband,65.0,0.4885748647023452
2025-03-30,Cincinnati Bell,64.0,0.4810583283223091
2025-03-30,Midcontinent,59.0,0.44347564642212867
2025-03-30,Ziply Fiber,55.0,0.41340950090198436
2025-03-30,Service Electric,55.0,0.41340950090198436
2025-03-30,Armstrong,54.0,0.4058929645219483
2025-03-30,Hughes,51.0,0.38334335538184006
2025-03-30,Hotwire Fision,48.0,0.3607937462417318
2025-03-30,Lumos,32.0,0.24052916416115455
2025-03-30,GoNetspeed,28.0,0.21046301864101022
2025-03-30,Vyve Broadband,27.0,0.20294648226097414
2025-03-30,Vexus Fiber,27.0,0.20294648226097414
2025-03-30,Shentel,26.0,0.19542994588093807
2025-03-30,Conexon Connect,26.0,0.19542994588093807
2025-03-30,Wyyerd Communications,25.0,0.187913409500902
2025-03-30,Surf Internet,24.0,0.1803968731208659
2025-03-30,Bluepeak,23.0,0.17288033674082984
2025-03-30,i3 Broadband,22.0,0.16536380036079373
2025-03-30,Horry,21.0,0.15784726398075766
2025-03-30,Sonic,21.0,0.15784726398075766
2025-03-30,C Spire Fiber,20.0,0.15033072760072158
2025-03-30,Point Broadband,18.0,0.13529765484064943
2025-03-30,Ezee Fiber,17.0,0.12778111846061335
2025-03-30,Rise Broadband,15.0,0.11274804570054119
2025-03-30,Greenlight Networks (NY),15.0,0.11274804570054119
2025-03-30,Buckeye,14.0,0.10523150932050511
2025-03-30,Allo Communications,14.0,0.10523150932050511
2025-03-30,Pavlov Media,9.0,0.06764882742032471
2025-03-30,IdeaTek,8.0,0.06013229104028864
2025-03-31,Spectrum,1396.0,18.281822943949713
2025-03-31,Comcast,1383.0,18.11157674174961
2025-03-31,T-Mobile FWA,875.0,11.458878994237821
2025-03-31,AT&T,829.0,10.856469355683604
2025-03-31,Verizon FWA,587.0,7.687270822420115
2025-03-31,Frontier,322.0,4.216867469879518
2025-03-31,Verizon,294.0,3.8501833420639078
2025-03-31,Cox Communications,254.0,3.3263488737558933
2025-03-31,Altice,240.0,3.143006809848088
2025-03-31,CenturyLink,214.0,2.8025144054478783
2025-03-31,Starlink,129.0,1.6893661602933474
2025-03-31,Windstream,103.0,1.3488737558931378
2025-03-31,Brightspeed,97.0,1.2702985856469355
2025-03-31,Mediacom,74.0,0.9690937663698271
2025-03-31,Google Fiber,73.0,0.9559979046621268
2025-03-31,Cable One,58.0,0.7595599790466213
2025-03-31,Consolidated,57.0,0.7464641173389209
2025-03-31,Astound Broadband,57.0,0.7464641173389209
2025-03-31,Metronet,57.0,0.7464641173389209
2025-03-31,Atlantic Broadband,47.0,0.6155055002619172
2025-03-31,TDS Telecom,37.0,0.48454688318491357
2025-03-31,Cincinnati Bell,36.0,0.4714510214772132
2025-03-31,Hotwire Fision,34.0,0.44525929806181247
2025-03-31,Hughes,33.0,0.4321634363541121
2025-03-31,Armstrong,27.0,0.3535882661079099
2025-03-31,WOW!,27.0,0.3535882661079099
2025-03-31,Service Electric,26.0,0.34049240440020956
2025-03-31,Midcontinent,26.0,0.34049240440020956
2025-03-31,Ziply Fiber,26.0,0.34049240440020956
2025-03-31,Allo Communications,19.0,0.24882137244630698
2025-03-31,Shentel,17.0,0.22262964903090623
2025-03-31,Lumos,15.0,0.1964379256155055
2025-03-31,Vyve Broadband,15.0,0.1964379256155055
2025-03-31,C Spire Fiber,12.0,0.1571503404924044
2025-03-31,Conexon Connect,12.0,0.1571503404924044
2025-03-31,Surf Internet,12.0,0.1571503404924044
2025-03-31,Buckeye,11.0,0.14405447878470404
2025-03-31,Greenlight Networks (NY),11.0,0.14405447878470404
2025-03-31,Sonic,11.0,0.14405447878470404
2025-03-31,Rise Broadband,10.0,0.13095861707700368
2025-03-31,Wyyerd Communications,10.0,0.13095861707700368
2025-03-31,Point Broadband,9.0,0.1178627553693033
2025-03-31,Vexus Fiber,9.0,0.1178627553693033
2025-03-31,i3 Broadband,9.0,0.1178627553693033
2025-03-31,Bluepeak,8.0,0.10476689366160294
2025-03-31,Horry,8.0,0.10476689366160294
2025-03-31,GoNetspeed,6.0,0.0785751702462022
2025-03-31,Ezee Fiber,6.0,0.0785751702462022
2025-03-31,Pavlov Media,5.0,0.06547930853850184
2025-03-31,IdeaTek,3.0,0.0392875851231011
2025-04-01,Spectrum,1691.0,17.972154320331597
2025-04-01,Comcast,1633.0,17.355723243702837
2025-04-01,T-Mobile FWA,1115.0,11.850356042087363
2025-04-01,AT&T,1009.0,10.72377510893825
2025-04-01,Verizon FWA,663.0,7.046444893187374
2025-04-01,Verizon,398.0,4.229992560314592
2025-04-01,Frontier,391.0,4.155595706238707
2025-04-01,Altice,302.0,3.2096928472738866
2025-04-01,Cox Communications,301.0,3.199064725263046
2025-04-01,CenturyLink,290.0,3.0821553831437987
2025-04-01,Windstream,162.0,1.7217557657561908
2025-04-01,Starlink,131.0,1.3922839834201297
2025-04-01,Brightspeed,129.0,1.3710277393984482
2025-04-01,Cable One,118.0,1.2541183972792007
2025-04-01,Google Fiber,94.0,0.9990434690190243
2025-04-01,Mediacom,77.0,0.8183653948347327
2025-04-01,Astound Broadband,72.0,0.7652247847805292
2025-04-01,Metronet,70.0,0.7439685407588479
2025-04-01,Consolidated,65.0,0.6908279307046445
2025-04-01,TDS Telecom,63.0,0.6695716866829631
2025-04-01,WOW!,49.0,0.5207779785311936
2025-04-01,Ziply Fiber,45.0,0.4782654904878308
2025-04-01,Midcontinent,45.0,0.4782654904878308
2025-04-01,Hughes,43.0,0.45700924646614943
2025-04-01,Atlantic Broadband,39.0,0.4144967584227867
2025-04-01,Armstrong,35.0,0.37198427037942394
2025-04-01,Cincinnati Bell,34.0,0.36135614836858326
2025-04-01,Service Electric,32.0,0.3400999043469019
2025-04-01,Hotwire Fision,27.0,0.28695929429269845
2025-04-01,Conexon Connect,24.0,0.2550749282601764
2025-04-01,Lumos,22.0,0.23381868423849506
2025-04-01,Shentel,20.0,0.2125624402168137
2025-04-01,C Spire Fiber,19.0,0.20193431820597302
2025-04-01,Ezee Fiber,16.0,0.17004995217345095
2025-04-01,Point Broadband,16.0,0.17004995217345095
2025-04-01,Buckeye,16.0,0.17004995217345095
2025-04-01,Bluepeak,13.0,0.1381655861409289
2025-04-01,Horry,13.0,0.1381655861409289
2025-04-01,Vyve Broadband,13.0,0.1381655861409289
2025-04-01,Rise Broadband,13.0,0.1381655861409289
2025-04-01,Allo Communications,12.0,0.1275374641300882
2025-04-01,GoNetspeed,12.0,0.1275374641300882
2025-04-01,Pavlov Media,11.0,0.11690934211924753
2025-04-01,Wyyerd Communications,11.0,0.11690934211924753
2025-04-01,Sonic,11.0,0.11690934211924753
2025-04-01,i3 Broadband,11.0,0.11690934211924753
2025-04-01,IdeaTek,9.0,0.09565309809756616
2025-04-01,Vexus Fiber,9.0,0.09565309809756616
2025-04-01,Surf Internet,8.0,0.08502497608672548
2025-04-01,Greenlight Networks (NY),7.0,0.0743968540758848
2025-04-02,Spectrum,2026.0,18.41483366660607
2025-04-02,Comcast,1959.0,17.80585348118524
2025-04-02,T-Mobile FWA,1359.0,12.3522995818942
2025-04-02,AT&T,1078.0,9.798218505726231
2025-04-02,Verizon FWA,851.0,7.734957280494456
2025-04-02,Frontier,494.0,4.490092710416288
2025-04-02,Verizon,400.0,3.6357025995273586
2025-04-02,Altice,338.0,3.072168696600618
2025-04-02,Cox Communications,328.0,2.981276131612434
2025-04-02,CenturyLink,259.0,2.3541174331939647
2025-04-02,Windstream,176.0,1.5997091437920379
2025-04-02,Starlink,152.0,1.3815669878203962
2025-04-02,Brightspeed,142.0,1.2906744228322122
2025-04-02,Cable One,121.0,1.099800036357026
2025-04-02,Google Fiber,117.0,1.0634430103617525
2025-04-02,Mediacom,114.0,1.036175240865297
2025-04-02,Metronet,98.0,0.8907471368842028
2025-04-02,TDS Telecom,86.0,0.7816760588983821
2025-04-02,Consolidated,84.0,0.7634975459007454
2025-04-02,Astound Broadband,74.0,0.6726049809125614
2025-04-02,WOW!,64.0,0.5817124159243774
2025-04-02,Midcontinent,55.0,0.4999091074350118
2025-04-02,Armstrong,54.0,0.4908198509361934
2025-04-02,Ziply Fiber,53.0,0.48173059443737504
2025-04-02,Hughes,47.0,0.4271950554444646
2025-04-02,Atlantic Broadband,37.0,0.3363024904562807
2025-04-02,Hotwire Fision,36.0,0.32721323395746227
2025-04-02,Cincinnati Bell,35.0,0.3181239774586439
2025-04-02,Service Electric,34.0,0.3090347209598255
2025-04-02,Lumos,34.0,0.3090347209598255
2025-04-02,Allo Communications,31.0,0.2817669514633703
2025-04-02,GoNetspeed,24.0,0.21814215597164152
2025-04-02,Vexus Fiber,20.0,0.18178512997636792
2025-04-02,Buckeye,20.0,0.18178512997636792
2025-04-02,Horry,19.0,0.17269587347754953
2025-04-02,Sonic,17.0,0.15451736047991274
2025-04-02,Shentel,17.0,0.15451736047991274
2025-04-02,Conexon Connect,17.0,0.15451736047991274
2025-04-02,Vyve Broadband,16.0,0.14542810398109435
2025-04-02,C Spire Fiber,16.0,0.14542810398109435
2025-04-02,Surf Internet,16.0,0.14542810398109435
2025-04-02,Bluepeak,14.0,0.12724959098345756
2025-04-02,i3 Broadband,13.0,0.11816033448463915
2025-04-02,Point Broadband,12.0,0.10907107798582076
2025-04-02,Wyyerd Communications,10.0,0.09089256498818396
2025-04-02,Pavlov Media,9.0,0.08180330848936557
2025-04-02,Ezee Fiber,9.0,0.08180330848936557
2025-04-02,Rise Broadband,6.0,0.05453553899291038
2025-04-02,Greenlight Networks (NY),6.0,0.05453553899291038
2025-04-02,IdeaTek,5.0,0.04544628249409198
2025-04-03,Spectrum,2083.0,18.536976061226305
2025-04-03,Comcast,2011.0,17.89623565008454
2025-04-03,T-Mobile FWA,1329.0,11.827000088991724
2025-04-03,AT&T,1115.0,9.92257720032037
2025-04-03,Verizon FWA,927.0,8.249532793450209
2025-04-03,Frontier,469.0,4.173711844798434
2025-04-03,Verizon,403.0,3.5863664679184835
2025-04-03,Altice,382.0,3.3994838480021357
2025-04-03,Cox Communications,351.0,3.1236095043160987
2025-04-03,CenturyLink,298.0,2.651953368336745
2025-04-03,Starlink,145.0,1.2903799946604966
2025-04-03,Brightspeed,144.0,1.2814808222835277
2025-04-03,Windstream,132.0,1.1746907537599003
2025-04-03,Google Fiber,121.0,1.076799857613242
2025-04-03,Cable One,119.0,1.059001512859304
2025-04-03,Metronet,103.0,0.916614754827801
2025-04-03,Mediacom,91.0,0.8098246863041737
2025-04-03,Astound Broadband,86.0,0.765328824419329
2025-04-03,Consolidated,85.0,0.75642965204236
2025-04-03,TDS Telecom,85.0,0.75642965204236
2025-04-03,Atlantic Broadband,57.0,0.5072528254872297
2025-04-03,WOW!,51.0,0.45385779122541603
2025-04-03,Cincinnati Bell,51.0,0.45385779122541603
2025-04-03,Ziply Fiber,50.0,0.4449586188484471
2025-04-03,Hughes,45.0,0.4004627569636024
2025-04-03,Armstrong,43.0,0.3826644122096645
2025-04-03,Midcontinent,39.0,0.34706772270178876
2025-04-03,Service Electric,38.0,0.3381685503248198
2025-04-03,Lumos,29.0,0.2580759989320993
2025-04-03,Shentel,29.0,0.2580759989320993
2025-04-03,Vyve Broadband,25.0,0.22247930942422356
2025-04-03,Hotwire Fision,23.0,0.20468096467028565
2025-04-03,Conexon Connect,22.0,0.19578179229331671
2025-04-03,Point Broadband,21.0,0.18688261991634778
2025-04-03,Ezee Fiber,20.0,0.17798344753937884
2025-04-03,Vexus Fiber,19.0,0.1690842751624099
2025-04-03,Bluepeak,19.0,0.1690842751624099
2025-04-03,GoNetspeed,19.0,0.1690842751624099
2025-04-03,Sonic,18.0,0.16018510278544096
2025-04-03,C Spire Fiber,16.0,0.14238675803150308
2025-04-03,Allo Communications,16.0,0.14238675803150308
2025-04-03,Surf Internet,15.0,0.13348758565453414
2025-04-03,i3 Broadband,14.0,0.12458841327756519
2025-04-03,Buckeye,13.0,0.11568924090059625
2025-04-03,Wyyerd Communications,13.0,0.11568924090059625
2025-04-03,Rise Broadband,12.0,0.1067900685236273
2025-04-03,Greenlight Networks (NY),12.0,0.1067900685236273
2025-04-03,Pavlov Media,12.0,0.1067900685236273
2025-04-03,Horry,11.0,0.09789089614665836
2025-04-03,IdeaTek,6.0,0.05339503426181365
2025-04-04,Spectrum,1982.0,18.622568824579535
2025-04-04,Comcast,1817.0,17.07225406370384
2025-04-04,T-Mobile FWA,1338.0,12.571643333646529
2025-04-04,AT&T,1062.0,9.978389551818097
2025-04-04,Verizon FWA,793.0,7.450906699238937
2025-04-04,Frontier,436.0,4.096589307526074
2025-04-04,Verizon,424.0,3.9838391430987503
2025-04-04,Cox Communications,336.0,3.1570046039650475
2025-04-04,CenturyLink,301.0,2.828149957718688
2025-04-04,Altice,298.0,2.7999624166118577
2025-04-04,Windstream,161.0,1.5127313727332519
2025-04-04,Starlink,155.0,1.4563562905195904
2025-04-04,Brightspeed,153.0,1.4375645964483699
2025-04-04,Mediacom,106.0,0.9959597857746876
2025-04-04,Metronet,90.0,0.8456262332049235
2025-04-04,Consolidated,89.0,0.8362303861693131
2025-04-04,Google Fiber,88.0,0.8268345391337029
2025-04-04,Cable One,82.0,0.7704594569200414
2025-04-04,TDS Telecom,75.0,0.7046885276707695
2025-04-04,Astound Broadband,70.0,0.6577092924927183
2025-04-04,Atlantic Broadband,61.0,0.5731466691722259
2025-04-04,WOW!,61.0,0.5731466691722259
2025-04-04,Ziply Fiber,54.0,0.507375739922954
2025-04-04,Midcontinent,52.0,0.48858404585173354
2025-04-04,Cincinnati Bell,51.0,0.4791881988161233
2025-04-04,Hughes,48.0,0.4510006577092925
2025-04-04,Hotwire Fision,44.0,0.41341726956685143
2025-04-04,Service Electric,42.0,0.39462557549563093
2025-04-04,Armstrong,36.0,0.3382504932819694
2025-04-04,Vyve Broadband,27.0,0.253687869961477
2025-04-04,GoNetspeed,26.0,0.24429202292586677
2025-04-04,Vexus Fiber,24.0,0.22550032885464624
2025-04-04,Lumos,24.0,0.22550032885464624
2025-04-04,Shentel,24.0,0.22550032885464624
2025-04-04,Point Broadband,20.0,0.18791694071220522
2025-04-04,Horry,18.0,0.1691252466409847
2025-04-04,Buckeye,16.0,0.15033355256976416
2025-04-04,Rise Broadband,16.0,0.15033355256976416
2025-04-04,Bluepeak,15.0,0.1409377055341539
2025-04-04,Allo Communications,15.0,0.1409377055341539
2025-04-04,Wyyerd Communications,14.0,0.13154185849854363
2025-04-04,Conexon Connect,14.0,0.13154185849854363
2025-04-04,Ezee Fiber,14.0,0.13154185849854363
2025-04-04,C Spire Fiber,13.0,0.12214601146293338
2025-04-04,i3 Broadband,13.0,0.12214601146293338
2025-04-04,Greenlight Networks (NY),11.0,0.10335431739171286
2025-04-04,Surf Internet,11.0,0.10335431739171286
2025-04-04,IdeaTek,9.0,0.08456262332049234
2025-04-04,Sonic,8.0,0.07516677628488208
2025-04-04,Pavlov Media,6.0,0.05637508221366156
2025-04-05,Spectrum,3702.0,18.823409772715717
2025-04-05,Comcast,3504.0,17.8166471754716
2025-04-05,T-Mobile FWA,2220.0,11.28794427213098
2025-04-05,AT&T,1934.0,9.83373163166726
2025-04-05,Verizon FWA,1527.0,7.76427518177658
2025-04-05,Frontier,838.0,4.260944729750343
2025-04-05,Verizon,767.0,3.8999338994254336
2025-04-05,Altice,609.0,3.096557685462958
2025-04-05,Cox Communications,570.0,2.89825596176336
2025-04-05,CenturyLink,489.0,2.4863985356180405
2025-04-05,Starlink,294.0,1.4948899171200487
2025-04-05,Windstream,287.0,1.4592973000457619
2025-04-05,Mediacom,239.0,1.2152336401077948
2025-04-05,Brightspeed,230.0,1.169471703869426
2025-04-05,Cable One,201.0,1.0220165759902375
2025-04-05,Google Fiber,192.0,0.9762546397518687
2025-04-05,Consolidated,176.0,0.8949000864392129
2025-04-05,Metronet,173.0,0.8796461076930899
2025-04-05,TDS Telecom,164.0,0.8338841714547212
2025-04-05,Astound Broadband,137.0,0.6965983627396146
2025-04-05,WOW!,110.0,0.5593125540245081
2025-04-05,Midcontinent,106.0,0.5389739156963441
2025-04-05,Atlantic Broadband,103.0,0.5237199369502212
2025-04-05,Ziply Fiber,94.0,0.47795800071185235
2025-04-05,Service Electric,81.0,0.41185742614531956
2025-04-05,Hughes,79.0,0.4016881069812376
2025-04-05,Armstrong,71.0,0.36101083032490977
2025-04-05,Cincinnati Bell,69.0,0.3508415111608278
2025-04-05,Hotwire Fision,62.0,0.3152488940865409
2025-04-05,Vexus Fiber,42.0,0.21355570244572125
2025-04-05,C Spire Fiber,42.0,0.21355570244572125
2025-04-05,Shentel,41.0,0.2084710428636803
2025-04-05,Lumos,41.0,0.2084710428636803
2025-04-05,Allo Communications,38.0,0.19321706411755732
2025-04-05,Conexon Connect,38.0,0.19321706411755732
2025-04-05,Vyve Broadband,37.0,0.18813240453551636
2025-04-05,Point Broadband,35.0,0.17796308537143438
2025-04-05,Bluepeak,35.0,0.17796308537143438
2025-04-05,Wyyerd Communications,30.0,0.15253978746122948
2025-04-05,GoNetspeed,30.0,0.15253978746122948
2025-04-05,Rise Broadband,30.0,0.15253978746122948
2025-04-05,Greenlight Networks (NY),29.0,0.1474551278791885
2025-04-05,i3 Broadband,29.0,0.1474551278791885
2025-04-05,Ezee Fiber,29.0,0.1474551278791885
2025-04-05,Buckeye,27.0,0.1372858087151065
2025-04-05,Horry,24.0,0.12203182996898358
2025-04-05,Sonic,21.0,0.10677785122286063
2025-04-05,Surf Internet,17.0,0.08643921289469671
2025-04-05,Pavlov Media,13.0,0.06610057456653277
2025-04-05,IdeaTek,11.0,0.05593125540245081
2025-04-06,Spectrum,2852.0,18.884915905178122
2025-04-06,Comcast,2710.0,17.94464309362998
2025-04-06,T-Mobile FWA,1748.0,11.574625877367236
2025-04-06,AT&T,1528.0,10.117865183419415
2025-04-06,Verizon FWA,1194.0,7.906237584425904
2025-04-06,Frontier,597.0,3.953118792212952
2025-04-06,Verizon,597.0,3.953118792212952
2025-04-06,Cox Communications,494.0,3.271089921864654
2025-04-06,Altice,456.0,3.0194676201827573
2025-04-06,CenturyLink,379.0,2.5096013773010197
2025-04-06,Starlink,229.0,1.5163554496093232
2025-04-06,Windstream,223.0,1.4766256125016555
2025-04-06,Brightspeed,191.0,1.2647331479274269
2025-04-06,Google Fiber,154.0,1.019732485763475
2025-04-06,Mediacom,148.0,0.9800026486558072
2025-04-06,Cable One,139.0,0.9204078929943054
2025-04-06,Metronet,127.0,0.8409482187789696
2025-04-06,Consolidated,120.0,0.7945967421533572
2025-04-06,TDS Telecom,98.0,0.648920672758575
2025-04-06,Astound Broadband,98.0,0.648920672758575
2025-04-06,Atlantic Broadband,81.0,0.5363528009535161
2025-04-06,Ziply Fiber,78.0,0.5164878823996821
2025-04-06,WOW!,78.0,0.5164878823996821
2025-04-06,Midcontinent,71.0,0.4701364057740697
2025-04-06,Service Electric,62.0,0.4105416501125679
2025-04-06,Armstrong,50.0,0.33108197589723215
2025-04-06,Cincinnati Bell,50.0,0.33108197589723215
2025-04-06,Hughes,50.0,0.33108197589723215
2025-04-06,Hotwire Fision,48.0,0.31783869686134286
2025-04-06,Vyve Broadband,37.0,0.2450006621639518
2025-04-06,Vexus Fiber,33.0,0.21851410409217323
2025-04-06,Point Broadband,32.0,0.21189246457422858
2025-04-06,Horry,31.0,0.20527082505628394
2025-04-06,Surf Internet,30.0,0.1986491855383393
2025-04-06,Buckeye,30.0,0.1986491855383393
2025-04-06,Shentel,26.0,0.17216262746656072
2025-04-06,Bluepeak,24.0,0.15891934843067143
2025-04-06,Wyyerd Communications,24.0,0.15891934843067143
2025-04-06,Allo Communications,22.0,0.14567606939478214
2025-04-06,i3 Broadband,21.0,0.1390544298768375
2025-04-06,Lumos,20.0,0.13243279035889285
2025-04-06,Conexon Connect,19.0,0.1258111508409482
2025-04-06,Ezee Fiber,18.0,0.11918951132300358
2025-04-06,Rise Broadband,16.0,0.10594623228711429
2025-04-06,GoNetspeed,15.0,0.09932459276916965
2025-04-06,C Spire Fiber,14.0,0.092702953251225
2025-04-06,Greenlight Networks (NY),14.0,0.092702953251225
2025-04-06,Sonic,12.0,0.07945967421533572
2025-04-06,IdeaTek,8.0,0.052973116143557146
2025-04-06,Pavlov Media,6.0,0.03972983710766786
2025-04-07,Spectrum,1558.0,19.455544455544455
2025-04-07,Comcast,1397.0,17.445054945054945
2025-04-07,T-Mobile FWA,944.0,11.788211788211788
2025-04-07,AT&T,850.0,10.614385614385615
2025-04-07,Verizon FWA,559.0,6.98051948051948
2025-04-07,Verizon,353.0,4.408091908091908
2025-04-07,Frontier,321.0,4.008491508491509
2025-04-07,Cox Communications,251.0,3.1343656343656345
2025-04-07,Altice,228.0,2.8471528471528473
2025-04-07,CenturyLink,186.0,2.3226773226773227
2025-04-07,Starlink,156.0,1.948051948051948
2025-04-07,Brightspeed,102.0,1.2737262737262738
2025-04-07,Windstream,99.0,1.2362637362637363
2025-04-07,Google Fiber,81.0,1.0114885114885115
2025-04-07,Consolidated,80.0,0.999000999000999
2025-04-07,Cable One,76.0,0.949050949050949
2025-04-07,Astound Broadband,66.0,0.8241758241758241
2025-04-07,TDS Telecom,59.0,0.7367632367632367
2025-04-07,Metronet,59.0,0.7367632367632367
2025-04-07,Mediacom,52.0,0.6493506493506493
2025-04-07,Ziply Fiber,49.0,0.6118881118881119
2025-04-07,WOW!,41.0,0.511988011988012
2025-04-07,Midcontinent,40.0,0.4995004995004995
2025-04-07,Atlantic Broadband,38.0,0.4745254745254745
2025-04-07,Cincinnati Bell,38.0,0.4745254745254745
2025-04-07,Service Electric,30.0,0.37462537462537465
2025-04-07,Hotwire Fision,24.0,0.2997002997002997
2025-04-07,Hughes,24.0,0.2997002997002997
2025-04-07,Armstrong,22.0,0.27472527472527475
2025-04-07,Shentel,19.0,0.23726273726273725
2025-04-07,Lumos,19.0,0.23726273726273725
2025-04-07,Ezee Fiber,17.0,0.2122877122877123
2025-04-07,C Spire Fiber,16.0,0.1998001998001998
2025-04-07,GoNetspeed,12.0,0.14985014985014986
2025-04-07,Sonic,12.0,0.14985014985014986
2025-04-07,Buckeye,12.0,0.14985014985014986
2025-04-07,Surf Internet,11.0,0.13736263736263737
2025-04-07,Horry,11.0,0.13736263736263737
2025-04-07,Point Broadband,11.0,0.13736263736263737
2025-04-07,Pavlov Media,11.0,0.13736263736263737
2025-04-07,Vexus Fiber,10.0,0.12487512487512488
2025-04-07,Vyve Broadband,10.0,0.12487512487512488
2025-04-07,Allo Communications,10.0,0.12487512487512488
2025-04-07,Conexon Connect,7.0,0.08741258741258741
2025-04-07,Wyyerd Communications,7.0,0.08741258741258741
2025-04-07,IdeaTek,7.0,0.08741258741258741
2025-04-07,i3 Broadband,7.0,0.08741258741258741
2025-04-07,Bluepeak,6.0,0.07492507492507493
2025-04-07,Rise Broadband,5.0,0.06243756243756244
2025-04-07,Greenlight Networks (NY),5.0,0.06243756243756244
2025-04-08,Spectrum,1669.0,18.8715513342379
2025-04-08,Comcast,1579.0,17.85391225689733
2025-04-08,T-Mobile FWA,1054.0,11.917684305744007
2025-04-08,AT&T,899.0,10.16508367254636
2025-04-08,Verizon FWA,643.0,7.270465852555405
2025-04-08,Frontier,369.0,4.1723202170963365
2025-04-08,Verizon,333.0,3.7652645861601086
2025-04-08,Cox Communications,298.0,3.3695160560832202
2025-04-08,Altice,242.0,2.736318407960199
2025-04-08,CenturyLink,225.0,2.5440976933514245
2025-04-08,Windstream,145.0,1.6395296246042514
2025-04-08,Starlink,129.0,1.4586160108548167
2025-04-08,Brightspeed,117.0,1.322930800542741
2025-04-08,Cable One,99.0,1.1194029850746268
2025-04-08,Google Fiber,96.0,1.0854816824966078
2025-04-08,Mediacom,82.0,0.9271822704658526
2025-04-08,Consolidated,79.0,0.8932609678878336
2025-04-08,Metronet,70.0,0.7914970601537765
2025-04-08,Astound Broadband,60.0,0.6784260515603799
2025-04-08,Atlantic Broadband,57.0,0.6445047489823609
2025-04-08,TDS Telecom,54.0,0.6105834464043419
2025-04-08,Hughes,44.0,0.4975124378109453
2025-04-08,WOW!,41.0,0.4635911352329263
2025-04-08,Midcontinent,36.0,0.40705563093622793
2025-04-08,Cincinnati Bell,32.0,0.3618272274988693
2025-04-08,Service Electric,29.0,0.3279059249208503
2025-04-08,Ziply Fiber,29.0,0.3279059249208503
2025-04-08,Armstrong,24.0,0.27137042062415195
2025-04-08,Hotwire Fision,22.0,0.24875621890547264
2025-04-08,Allo Communications,21.0,0.23744911804613297
2025-04-08,Point Broadband,20.0,0.2261420171867933
2025-04-08,Conexon Connect,19.0,0.21483491632745363
2025-04-08,Lumos,18.0,0.20352781546811397
2025-04-08,Shentel,18.0,0.20352781546811397
2025-04-08,Rise Broadband,16.0,0.18091361374943465
2025-04-08,Vyve Broadband,16.0,0.18091361374943465
2025-04-08,GoNetspeed,16.0,0.18091361374943465
2025-04-08,Horry,16.0,0.18091361374943465
2025-04-08,Buckeye,15.0,0.16960651289009498
2025-04-08,Ezee Fiber,14.0,0.15829941203075532
2025-04-08,Bluepeak,13.0,0.14699231117141565
2025-04-08,Wyyerd Communications,13.0,0.14699231117141565
2025-04-08,Surf Internet,12.0,0.13568521031207598
2025-04-08,Vexus Fiber,12.0,0.13568521031207598
2025-04-08,i3 Broadband,11.0,0.12437810945273632
2025-04-08,C Spire Fiber,11.0,0.12437810945273632
2025-04-08,Greenlight Networks (NY),9.0,0.10176390773405698
2025-04-08,Sonic,8.0,0.09045680687471733
2025-04-08,Pavlov Media,6.0,0.06784260515603799
2025-04-08,IdeaTek,4.0,0.045228403437358664
2025-04-09,Spectrum,1673.0,18.192692474989126
2025-04-09,Comcast,1629.0,17.714223575467596
2025-04-09,T-Mobile FWA,1041.0,11.320139190952588
2025-04-09,AT&T,912.0,9.917355371900827
2025-04-09,Verizon FWA,690.0,7.503262287951284
2025-04-09,Frontier,438.0,4.7629404088734235
2025-04-09,Verizon,346.0,3.7625054371465856
2025-04-09,Cox Communications,298.0,3.240539364941279
2025-04-09,Altice,271.0,2.946933449325794
2025-04-09,CenturyLink,241.0,2.620704654197477
2025-04-09,Starlink,144.0,1.5658982166159199
2025-04-09,Windstream,130.0,1.4136581122227054
2025-04-09,Cable One,117.0,1.272292301000435
2025-04-09,Brightspeed,107.0,1.1635493692909962
2025-04-09,Mediacom,98.0,1.0656807307525011
2025-04-09,Google Fiber,97.0,1.0548064375815571
2025-04-09,Metronet,92.0,1.0004349717268377
2025-04-09,Consolidated,77.0,0.8373205741626795
2025-04-09,TDS Telecom,72.0,0.7829491083079599
2025-04-09,Astound Broadband,61.0,0.6633318834275772
2025-04-09,Hughes,56.0,0.6089604175728578
2025-04-09,WOW!,53.0,0.5763375380600261
2025-04-09,Ziply Fiber,50.0,0.5437146585471945
2025-04-09,Cincinnati Bell,45.0,0.489343192692475
2025-04-09,Midcontinent,40.0,0.43497172683775553
2025-04-09,Hotwire Fision,34.0,0.3697259678120922
2025-04-09,Armstrong,31.0,0.33710308829926056
2025-04-09,Atlantic Broadband,30.0,0.32622879512831665
