the_date,winner,total_wins,win_share
2025-02-21,Sonic,1.0,0.06788866259334692
2025-02-21,Wyyerd Communications,1.0,0.06788866259334692
2025-02-21,IdeaTek,1.0,0.06788866259334692
2025-02-22,Spectrum,546.0,17.1267252195734
2025-02-22,Comcast,542.0,17.00125470514429
2025-02-22,T-Mobile FWA,369.0,11.57465495608532
2025-02-22,AT&T,344.0,10.790464240903388
2025-02-22,Verizon FWA,226.0,7.089084065244667
2025-02-22,Frontier,141.0,4.422835633626097
2025-02-22,Verizon,128.0,4.015056461731493
2025-02-22,Cox Communications,121.0,3.795483061480552
2025-02-22,Altice,105.0,3.2936010037641155
2025-02-22,CenturyLink,97.0,3.042659974905897
2025-02-22,Starlink,52.0,1.631116687578419
2025-02-22,Brightspeed,43.0,1.3488080301129235
2025-02-22,Windstream,42.0,1.3174404015056462
2025-02-22,Metronet,33.0,1.0351317440401506
2025-02-22,Google Fiber,31.0,0.972396486825596
2025-02-22,Cable One,31.0,0.972396486825596
2025-02-22,Mediacom,30.0,0.9410288582183187
2025-02-22,Consolidated,27.0,0.8469259723964868
2025-02-22,TDS Telecom,22.0,0.6900878293601004
2025-02-22,Hotwire Fision,22.0,0.6900878293601004
2025-02-22,Astound Broadband,21.0,0.6587202007528231
2025-02-22,Hughes,19.0,0.5959849435382685
2025-02-22,Atlantic Broadband,17.0,0.533249686323714
2025-02-22,Ziply Fiber,17.0,0.533249686323714
2025-02-22,WOW!,16.0,0.5018820577164367
2025-02-22,Midcontinent,12.0,0.37641154328732745
2025-02-22,C Spire Fiber,11.0,0.3450439146800502
2025-02-22,Shentel,10.0,0.3136762860727729
2025-02-22,Cincinnati Bell,9.0,0.2823086574654956
2025-02-22,GoNetspeed,8.0,0.25094102885821834
2025-02-22,Lumos,8.0,0.25094102885821834
2025-02-22,Bluepeak,7.0,0.21957340025094102
2025-02-22,Service Electric,7.0,0.21957340025094102
2025-02-22,Horry,7.0,0.21957340025094102
2025-02-22,Vyve Broadband,6.0,0.18820577164366373
2025-02-22,i3 Broadband,6.0,0.18820577164366373
2025-02-22,IdeaTek,6.0,0.18820577164366373
2025-02-22,Armstrong,6.0,0.18820577164366373
2025-02-22,Point Broadband,6.0,0.18820577164366373
2025-02-22,Conexon Connect,5.0,0.15683814303638646
2025-02-22,Wyyerd Communications,5.0,0.15683814303638646
2025-02-22,Sonic,5.0,0.15683814303638646
2025-02-22,Buckeye,4.0,0.12547051442910917
2025-02-22,Surf Internet,4.0,0.12547051442910917
2025-02-22,Ezee Fiber,4.0,0.12547051442910917
2025-02-22,Allo Communications,4.0,0.12547051442910917
2025-02-22,Rise Broadband,3.0,0.09410288582183186
2025-02-22,Vexus Fiber,2.0,0.06273525721455459
2025-02-22,Pavlov Media,1.0,0.03136762860727729
2025-02-23,Comcast,682.0,19.41360660404213
2025-02-23,Spectrum,637.0,18.132650156561343
2025-02-23,AT&T,375.0,10.67463706233988
2025-02-23,T-Mobile FWA,365.0,10.389980074010817
2025-02-23,Verizon FWA,226.0,6.433247936236834
2025-02-23,Frontier,150.0,4.269854824935952
2025-02-23,Cox Communications,129.0,3.672075149444919
2025-02-23,Verizon,127.0,3.6151437517791063
2025-02-23,CenturyLink,110.0,3.1312268716196985
2025-02-23,Altice,99.0,2.8181041844577286
2025-02-23,Starlink,83.0,2.3626530031312267
2025-02-23,Brightspeed,46.0,1.309422146313692
2025-02-23,Windstream,40.0,1.138627953316254
2025-02-23,Cable One,36.0,1.0247651579846284
2025-02-23,Google Fiber,35.0,0.9962994591517221
2025-02-23,Mediacom,31.0,0.8824366638200968
2025-02-23,Consolidated,25.0,0.7116424708226587
2025-02-23,Astound Broadband,24.0,0.6831767719897524
2025-02-23,TDS Telecom,23.0,0.654711073156846
2025-02-23,Cincinnati Bell,21.0,0.5977796754910333
2025-02-23,Hotwire Fision,21.0,0.5977796754910333
2025-02-23,WOW!,19.0,0.5408482778252206
2025-02-23,Metronet,18.0,0.5123825789923142
2025-02-23,Hughes,18.0,0.5123825789923142
2025-02-23,Service Electric,16.0,0.4554511813265016
2025-02-23,Ziply Fiber,14.0,0.39851978366068885
2025-02-23,Shentel,13.0,0.3700540848277825
2025-02-23,Atlantic Broadband,12.0,0.3415883859948762
2025-02-23,Midcontinent,12.0,0.3415883859948762
2025-02-23,Armstrong,10.0,0.2846569883290635
2025-02-23,Wyyerd Communications,9.0,0.2561912894961571
2025-02-23,Lumos,8.0,0.2277255906632508
2025-02-23,Conexon Connect,8.0,0.2277255906632508
2025-02-23,Point Broadband,7.0,0.19925989183034443
2025-02-23,Vyve Broadband,7.0,0.19925989183034443
2025-02-23,GoNetspeed,7.0,0.19925989183034443
2025-02-23,Bluepeak,6.0,0.1707941929974381
2025-02-23,Allo Communications,6.0,0.1707941929974381
2025-02-23,Surf Internet,6.0,0.1707941929974381
2025-02-23,IdeaTek,5.0,0.14232849416453175
2025-02-23,Sonic,5.0,0.14232849416453175
2025-02-23,Horry,4.0,0.1138627953316254
2025-02-23,Vexus Fiber,4.0,0.1138627953316254
2025-02-23,C Spire Fiber,4.0,0.1138627953316254
2025-02-23,i3 Broadband,3.0,0.08539709649871904
2025-02-23,Rise Broadband,3.0,0.08539709649871904
2025-02-23,Ezee Fiber,3.0,0.08539709649871904
2025-02-23,Greenlight Networks (NY),1.0,0.02846569883290635
2025-02-24,Comcast,501.0,18.8558524651863
2025-02-24,Spectrum,467.0,17.576213774934136
2025-02-24,AT&T,321.0,12.081294693263079
2025-02-24,T-Mobile FWA,279.0,10.500564546480994
2025-02-24,Verizon FWA,154.0,5.796010538200979
2025-02-24,Verizon,107.0,4.027098231087693
2025-02-24,Frontier,105.0,3.951825366955213
2025-02-24,Cox Communications,102.0,3.8389160707564924
2025-02-24,Altice,80.0,3.0109145652992098
2025-02-24,CenturyLink,74.0,2.785095972901769
2025-02-24,Starlink,50.0,1.881821603312006
2025-02-24,Google Fiber,42.0,1.5807301467820851
2025-02-24,Brightspeed,32.0,1.204365826119684
2025-02-24,Windstream,29.0,1.0914565299209635
2025-02-24,Metronet,24.0,0.9032743695897629
2025-02-24,Consolidated,23.0,0.8656379375235228
2025-02-24,Cable One,22.0,0.8280015054572827
2025-02-24,Astound Broadband,21.0,0.7903650733910426
2025-02-24,Cincinnati Bell,21.0,0.7903650733910426
2025-02-24,Mediacom,19.0,0.7150922092585623
2025-02-24,Ziply Fiber,17.0,0.6398193451260821
2025-02-24,TDS Telecom,16.0,0.602182913059842
2025-02-24,Atlantic Broadband,15.0,0.5645464809936018
2025-02-24,Hughes,12.0,0.45163718479488146
2025-02-24,Hotwire Fision,11.0,0.41400075272864134
2025-02-24,WOW!,11.0,0.41400075272864134
2025-02-24,Vyve Broadband,10.0,0.3763643206624012
2025-02-24,Vexus Fiber,10.0,0.3763643206624012
2025-02-24,Midcontinent,9.0,0.3387278885961611
2025-02-24,Service Electric,9.0,0.3387278885961611
2025-02-24,Shentel,8.0,0.301091456529921
2025-02-24,Conexon Connect,6.0,0.22581859239744073
2025-02-24,Wyyerd Communications,5.0,0.1881821603312006
2025-02-24,Rise Broadband,5.0,0.1881821603312006
2025-02-24,C Spire Fiber,5.0,0.1881821603312006
2025-02-24,Sonic,4.0,0.1505457282649605
2025-02-24,Horry,4.0,0.1505457282649605
2025-02-24,Bluepeak,3.0,0.11290929619872037
2025-02-24,GoNetspeed,3.0,0.11290929619872037
2025-02-24,Point Broadband,3.0,0.11290929619872037
2025-02-24,i3 Broadband,3.0,0.11290929619872037
2025-02-24,Ezee Fiber,3.0,0.11290929619872037
2025-02-24,IdeaTek,2.0,0.07527286413248024
2025-02-24,Lumos,2.0,0.07527286413248024
2025-02-24,Buckeye,2.0,0.07527286413248024
2025-02-24,Armstrong,2.0,0.07527286413248024
2025-02-24,Greenlight Networks (NY),2.0,0.07527286413248024
2025-02-24,Allo Communications,1.0,0.03763643206624012
2025-02-24,Pavlov Media,1.0,0.03763643206624012
2025-02-25,Spectrum,604.0,17.48191027496382
2025-02-25,Comcast,602.0,17.424023154848047
2025-02-25,AT&T,406.0,11.75108538350217
2025-02-25,T-Mobile FWA,361.0,10.44862518089725
2025-02-25,Verizon FWA,223.0,6.4544138929088275
2025-02-25,Frontier,141.0,4.081041968162084
2025-02-25,Verizon,137.0,3.9652677279305353
2025-02-25,Cox Communications,121.0,3.5021707670043414
2025-02-25,Altice,119.0,3.444283646888567
2025-02-25,CenturyLink,99.0,2.8654124457308248
2025-02-25,Starlink,79.0,2.2865412445730824
2025-02-25,Brightspeed,48.0,1.3892908827785817
2025-02-25,Google Fiber,48.0,1.3892908827785817
2025-02-25,Windstream,47.0,1.3603473227206946
2025-02-25,Cable One,38.0,1.0998552821997105
2025-02-25,Metronet,34.0,0.984081041968162
2025-02-25,Atlantic Broadband,26.0,0.7525325615050651
2025-02-25,Mediacom,25.0,0.723589001447178
2025-02-25,Astound Broadband,24.0,0.6946454413892909
2025-02-25,TDS Telecom,22.0,0.6367583212735166
2025-02-25,Hotwire Fision,22.0,0.6367583212735166
2025-02-25,Hughes,22.0,0.6367583212735166
2025-02-25,Cincinnati Bell,18.0,0.5209840810419681
2025-02-25,WOW!,17.0,0.492040520984081
2025-02-25,Consolidated,16.0,0.4630969609261939
2025-02-25,Ziply Fiber,12.0,0.3473227206946454
2025-02-25,Midcontinent,12.0,0.3473227206946454
2025-02-25,Lumos,11.0,0.3183791606367583
2025-02-25,Vyve Broadband,10.0,0.2894356005788712
2025-02-25,Conexon Connect,9.0,0.26049204052098407
2025-02-25,Point Broadband,8.0,0.23154848046309695
2025-02-25,Service Electric,7.0,0.20260492040520983
2025-02-25,Shentel,7.0,0.20260492040520983
2025-02-25,Sonic,7.0,0.20260492040520983
2025-02-25,Horry,7.0,0.20260492040520983
2025-02-25,Ezee Fiber,7.0,0.20260492040520983
2025-02-25,Allo Communications,6.0,0.1736613603473227
2025-02-25,Armstrong,6.0,0.1736613603473227
2025-02-25,Bluepeak,5.0,0.1447178002894356
2025-02-25,IdeaTek,5.0,0.1447178002894356
2025-02-25,Vexus Fiber,5.0,0.1447178002894356
2025-02-25,C Spire Fiber,4.0,0.11577424023154848
2025-02-25,Wyyerd Communications,4.0,0.11577424023154848
2025-02-25,Buckeye,4.0,0.11577424023154848
2025-02-25,Rise Broadband,4.0,0.11577424023154848
2025-02-25,Surf Internet,4.0,0.11577424023154848
2025-02-25,Pavlov Media,4.0,0.11577424023154848
2025-02-25,GoNetspeed,3.0,0.08683068017366136
2025-02-25,i3 Broadband,3.0,0.08683068017366136
2025-02-25,Greenlight Networks (NY),2.0,0.05788712011577424
2025-02-26,Spectrum,685.0,17.622845382042705
2025-02-26,Comcast,672.0,17.28839722150759
2025-02-26,T-Mobile FWA,454.0,11.679958837149472
2025-02-26,AT&T,438.0,11.268330331875482
2025-02-26,Verizon FWA,251.0,6.457422176485721
2025-02-26,Frontier,178.0,4.579367121173141
2025-02-26,Cox Communications,148.0,3.8075636737844096
2025-02-26,Verizon,136.66666666666666,3.5159934825486663
2025-02-26,CenturyLink,118.0,3.035760226395678
2025-02-26,Altice,101.33333333333333,2.606980533401938
2025-02-26,Starlink,83.0,2.135322871108824
2025-02-26,Brightspeed,48.0,1.2348855158219707
2025-02-26,Cable One,45.0,1.1577051710830975
2025-02-26,Google Fiber,45.0,1.1577051710830975
2025-02-26,Astound Broadband,42.0,1.0805248263442244
2025-02-26,Windstream,41.0,1.0547980447646
2025-02-26,Metronet,31.0,0.797530228968356
2025-02-26,Mediacom,30.0,0.7718034473887316
2025-02-26,Atlantic Broadband,27.0,0.6946231026498585
2025-02-26,TDS Telecom,24.0,0.6174427579109854
2025-02-26,Hughes,23.0,0.591715976331361
2025-02-26,Cincinnati Bell,23.0,0.591715976331361
2025-02-26,Consolidated,22.0,0.5659891947517366
2025-02-26,WOW!,19.0,0.4888088500128634
2025-02-26,Lumos,17.0,0.43735528685361463
2025-02-26,Hotwire Fision,17.0,0.43735528685361463
2025-02-26,Ziply Fiber,17.0,0.43735528685361463
2025-02-26,Midcontinent,14.0,0.36017494211474144
2025-02-26,Service Electric,13.0,0.33444816053511706
2025-02-26,Armstrong,11.0,0.2829945973758683
2025-02-26,Buckeye,10.0,0.2572678157962439
2025-02-26,Vexus Fiber,9.0,0.2315410342166195
2025-02-26,Horry,9.0,0.2315410342166195
2025-02-26,Bluepeak,9.0,0.2315410342166195
2025-02-26,Conexon Connect,8.0,0.2058142526369951
2025-02-26,Shentel,8.0,0.2058142526369951
2025-02-26,Allo Communications,7.0,0.18008747105737072
2025-02-26,C Spire Fiber,7.0,0.18008747105737072
2025-02-26,Rise Broadband,7.0,0.18008747105737072
2025-02-26,Wyyerd Communications,7.0,0.18008747105737072
2025-02-26,Vyve Broadband,6.0,0.15436068947774634
2025-02-26,GoNetspeed,5.0,0.12863390789812196
2025-02-26,IdeaTek,4.0,0.10290712631849755
2025-02-26,Pavlov Media,4.0,0.10290712631849755
2025-02-26,Sonic,4.0,0.10290712631849755
2025-02-26,Surf Internet,3.0,0.07718034473887317
2025-02-26,i3 Broadband,2.0,0.051453563159248775
2025-02-26,Point Broadband,2.0,0.051453563159248775
2025-02-26,Ezee Fiber,1.0,0.025726781579624387
2025-02-26,Greenlight Networks (NY),1.0,0.025726781579624387
2025-02-27,Spectrum,776.0,18.004640371229698
2025-02-27,Comcast,696.6666666666666,16.16395978344934
2025-02-27,AT&T,488.0,11.322505800464038
2025-02-27,T-Mobile FWA,485.0,11.252900232018561
2025-02-27,Verizon FWA,301.0,6.983758700696056
2025-02-27,Frontier,222.0,5.150812064965197
2025-02-27,Cox Communications,167.0,3.874709976798144
2025-02-27,Verizon,159.66666666666666,3.704563031709203
2025-02-27,Altice,144.66666666666666,3.356535189481825
2025-02-27,CenturyLink,126.0,2.9234338747099766
2025-02-27,Starlink,81.0,1.8793503480278422
2025-02-27,Brightspeed,65.0,1.5081206496519721
2025-02-27,Windstream,51.0,1.1832946635730859
2025-02-27,Google Fiber,47.0,1.0904872389791183
2025-02-27,Cable One,43.0,0.9976798143851509
2025-02-27,Astound Broadband,33.0,0.765661252900232
2025-02-27,Mediacom,33.0,0.765661252900232
2025-02-27,Metronet,29.0,0.6728538283062645
2025-02-27,TDS Telecom,28.0,0.6496519721577726
2025-02-27,Atlantic Broadband,27.0,0.6264501160092807
2025-02-27,Hotwire Fision,22.0,0.5104408352668214
2025-02-27,Hughes,21.0,0.4872389791183295
2025-02-27,Midcontinent,20.0,0.46403712296983757
2025-02-27,Cincinnati Bell,20.0,0.46403712296983757
2025-02-27,WOW!,20.0,0.46403712296983757
2025-02-27,Consolidated,19.0,0.4408352668213457
2025-02-27,Ziply Fiber,17.0,0.39443155452436196
2025-02-27,Lumos,15.0,0.3480278422273782
2025-02-27,Conexon Connect,14.0,0.3248259860788863
2025-02-27,Armstrong,12.0,0.27842227378190254
2025-02-27,Service Electric,11.0,0.2552204176334107
2025-02-27,Vexus Fiber,9.0,0.2088167053364269
2025-02-27,Horry,8.0,0.18561484918793503
2025-02-27,Buckeye,8.0,0.18561484918793503
2025-02-27,GoNetspeed,8.0,0.18561484918793503
2025-02-27,Point Broadband,8.0,0.18561484918793503
2025-02-27,Allo Communications,8.0,0.18561484918793503
2025-02-27,Wyyerd Communications,7.0,0.16241299303944315
2025-02-27,i3 Broadband,7.0,0.16241299303944315
2025-02-27,Sonic,6.0,0.13921113689095127
2025-02-27,Rise Broadband,6.0,0.13921113689095127
2025-02-27,Shentel,6.0,0.13921113689095127
2025-02-27,Ezee Fiber,6.0,0.13921113689095127
2025-02-27,Bluepeak,6.0,0.13921113689095127
2025-02-27,Vyve Broadband,5.0,0.11600928074245939
2025-02-27,Surf Internet,5.0,0.11600928074245939
2025-02-27,C Spire Fiber,5.0,0.11600928074245939
2025-02-27,IdeaTek,4.0,0.09280742459396751
2025-02-27,Greenlight Networks (NY),2.0,0.04640371229698376
2025-02-27,Pavlov Media,2.0,0.04640371229698376
2025-02-28,Spectrum,920.0,19.213365819700662
2025-02-28,Comcast,824.0,17.208492864601464
2025-02-28,T-Mobile FWA,547.0,11.423599025408981
2025-02-28,AT&T,457.0,9.544030630003482
2025-02-28,Verizon FWA,311.0,6.494953010790115
2025-02-28,Verizon,201.33333333333334,4.204664114166377
2025-02-28,Frontier,191.0,3.9888618169161156
2025-02-28,Cox Communications,190.0,3.9679777236338323
2025-02-28,Altice,144.66666666666666,3.021232161503655
2025-02-28,CenturyLink,124.0,2.5896275670031326
2025-02-28,Starlink,100.0,2.088409328228333
2025-02-28,Windstream,77.0,1.6080751827358164
2025-02-28,Brightspeed,60.0,1.2530455969369998
2025-02-28,Cable One,52.0,1.0859728506787332
2025-02-28,Google Fiber,44.0,0.9189001044204664
2025-02-28,Mediacom,42.0,0.8771319178558998
2025-02-28,TDS Telecom,39.0,0.8144796380090499
2025-02-28,Hughes,39.0,0.8144796380090499
2025-02-28,Consolidated,34.333333333333336,0.717020536025061
2025-02-28,Metronet,32.0,0.6682909850330665
2025-02-28,Astound Broadband,30.0,0.6265227984684999
2025-02-28,Ziply Fiber,26.0,0.5429864253393666
2025-02-28,Cincinnati Bell,26.0,0.5429864253393666
2025-02-28,Atlantic Broadband,23.0,0.4803341454925166
2025-02-28,WOW!,20.0,0.41768186564566656
2025-02-28,Horry,17.0,0.3550295857988166
2025-02-28,Service Electric,16.0,0.33414549251653325
2025-02-28,Armstrong,16.0,0.33414549251653325
2025-02-28,Lumos,16.0,0.33414549251653325
2025-02-28,Shentel,15.0,0.31326139923424995
2025-02-28,Hotwire Fision,13.0,0.2714932126696833
2025-02-28,C Spire Fiber,12.0,0.25060911938739994
2025-02-28,Vexus Fiber,12.0,0.25060911938739994
2025-02-28,Wyyerd Communications,11.0,0.2297250261051166
2025-02-28,Conexon Connect,10.0,0.20884093282283328
2025-02-28,GoNetspeed,9.0,0.18795683954054995
2025-02-28,Point Broadband,9.0,0.18795683954054995
2025-02-28,Sonic,9.0,0.18795683954054995
2025-02-28,Midcontinent,9.0,0.18795683954054995
2025-02-28,i3 Broadband,8.0,0.16707274625826662
2025-02-28,Ezee Fiber,7.0,0.1461886529759833
2025-02-28,Bluepeak,6.0,0.12530455969369997
2025-02-28,Rise Broadband,6.0,0.12530455969369997
2025-02-28,Surf Internet,6.0,0.12530455969369997
2025-02-28,Allo Communications,5.0,0.10442046641141664
2025-02-28,Buckeye,5.0,0.10442046641141664
2025-02-28,IdeaTek,5.0,0.10442046641141664
2025-02-28,Vyve Broadband,5.0,0.10442046641141664
2025-02-28,Pavlov Media,4.0,0.08353637312913331
2025-02-28,Greenlight Networks (NY),3.0,0.06265227984684998
2025-03-01,Spectrum,1895.6666666666667,18.935837245696398
2025-03-01,Comcast,1751.0,17.490760163819797
2025-03-01,T-Mobile FWA,1077.6666666666667,10.764825358772017
2025-03-01,AT&T,1048.0,10.468484666866445
2025-03-01,Verizon FWA,729.0,7.28198981120767
2025-03-01,Frontier,427.0,4.265308161022874
2025-03-01,Cox Communications,358.0,3.5760663270402553
2025-03-01,Verizon,348.3333333333333,3.4795058768687768
2025-03-01,Altice,281.0,2.806912396363999
2025-03-01,CenturyLink,279.0,2.78693437219059
2025-03-01,Starlink,181.0,1.8080111876935367
2025-03-01,Windstream,135.0,1.348516631705124
2025-03-01,Brightspeed,118.0,1.1787034262311455
2025-03-01,Mediacom,114.0,1.1387473778843271
2025-03-01,Cable One,107.0,1.0688242932773946
2025-03-01,Google Fiber,97.0,0.9689341724103484
2025-03-01,Metronet,87.0,0.8690440515433022
2025-03-01,TDS Telecom,79.0,0.7891319548496653
2025-03-01,Astound Broadband,74.0,0.7391868944161422
2025-03-01,Consolidated,69.0,0.689241833982619
2025-03-01,Hotwire Fision,65.0,0.6492857856358005
2025-03-01,Hughes,57.0,0.5693736889421636
2025-03-01,Atlantic Broadband,52.0,0.5194286285086404
2025-03-01,Ziply Fiber,51.0,0.5094396164219358
2025-03-01,WOW!,51.0,0.5094396164219358
2025-03-01,Cincinnati Bell,49.333333333333336,0.4927912629440948
2025-03-01,Armstrong,39.0,0.3895714713814803
2025-03-01,Service Electric,34.0,0.3396264109479572
2025-03-01,Vexus Fiber,29.0,0.28968135051443406
2025-03-01,Midcontinent,29.0,0.28968135051443406
2025-03-01,Rise Broadband,24.0,0.23973629008091096
2025-03-01,Lumos,24.0,0.23973629008091096
2025-03-01,Shentel,21.0,0.20976925382079709
2025-03-01,Allo Communications,20.0,0.19978024173409245
2025-03-01,Vyve Broadband,19.0,0.18979122964738784
2025-03-01,C Spire Fiber,19.0,0.18979122964738784
2025-03-01,Point Broadband,19.0,0.18979122964738784
2025-03-01,GoNetspeed,18.0,0.1798022175606832
2025-03-01,Conexon Connect,16.0,0.15982419338727397
