the_date,winner,loser,h2h_wins,h2h_share
2025-03-07,Verizon FWA,Altice,16.0,100.0
2025-03-07,Lumos,Spectrum,15.0,100.0
2025-03-07,Mediacom,Comcast,15.0,100.0
2025-03-07,Windstream,Comcast,15.0,100.0
2025-03-07,Spectrum,Atlantic Broadband,15.0,100.0
2025-03-07,Verizon,Altice,15.0,100.0
2025-03-07,Comcast,Astound Broadband,15.0,100.0
2025-03-07,Ziply Fiber,Comcast,14.0,100.0
2025-03-07,Cable One,Spectrum,14.0,100.0
2025-03-07,Spectrum,Mediacom,14.0,100.0
2025-03-07,Atlantic Broadband,Comcast,14.0,100.0
2025-03-07,T-Mobile FWA,Windstream,14.0,100.0
2025-03-07,Consolidated,Spectrum,14.0,100.0
2025-03-07,AT&T,Frontier,14.0,100.0
2025-03-07,Comcast,Brightspeed,14.0,100.0
2025-03-07,Shentel,Comcast,13.0,100.0
2025-03-07,Ziply Fiber,Spectrum,13.0,100.0
2025-03-07,Starlink,Spectrum,13.0,100.0
2025-03-07,Comcast,Starlink,13.0,100.0
2025-03-07,Frontier,AT&T,13.0,100.0
2025-03-07,Cox Communications,Verizon FWA,13.0,100.0
2025-03-07,Cable One,Comcast,13.0,100.0
2025-03-07,Spectrum,Google Fiber,13.0,100.0
2025-03-07,Spectrum,Cincinnati Bell,13.0,100.0
2025-03-07,Mediacom,Spectrum,12.0,100.0
2025-03-07,Comcast,Cable One,12.0,100.0
2025-03-07,Frontier,Altice,12.0,100.0
2025-03-07,Spectrum,Metronet,12.0,100.0
2025-03-07,Cable One,AT&T,12.0,100.0
2025-03-07,Comcast,Hotwire Fision,11.0,100.0
2025-03-07,Comcast,Windstream,11.0,100.0
2025-03-07,Metronet,Comcast,11.0,100.0
2025-03-07,Google Fiber,Comcast,11.0,100.0
2025-03-07,Spectrum,TDS Telecom,11.0,100.0
2025-03-07,Verizon FWA,Windstream,11.0,100.0
2025-03-07,AT&T,Windstream,11.0,100.0
2025-03-07,Altice,Verizon,10.0,100.0
2025-03-07,Google Fiber,T-Mobile FWA,10.0,100.0
2025-03-07,AT&T,CenturyLink,10.0,100.0
2025-03-07,Cox Communications,Verizon,10.0,100.0
2025-03-07,Verizon FWA,Brightspeed,10.0,100.0
2025-03-07,Hughes,Comcast,10.0,100.0
2025-03-07,Comcast,Consolidated,10.0,100.0
2025-03-07,Altice,Cox Communications,10.0,100.0
2025-03-07,CenturyLink,T-Mobile FWA,10.0,100.0
2025-03-07,Spectrum,Starlink,10.0,100.0
2025-03-08,Spectrum,Comcast,478.0,100.0
2025-03-08,Comcast,Spectrum,452.0,100.0
2025-03-08,AT&T,Spectrum,423.0,100.0
2025-03-08,T-Mobile FWA,Comcast,391.0,100.0
2025-03-08,Comcast,AT&T,382.0,100.0
2025-03-08,AT&T,Comcast,374.0,100.0
2025-03-08,Spectrum,AT&T,367.0,100.0
2025-03-08,T-Mobile FWA,Spectrum,303.0,100.0
2025-03-08,Frontier,Spectrum,235.0,100.0
2025-03-08,Spectrum,T-Mobile FWA,228.0,100.0
2025-03-08,Verizon FWA,Spectrum,227.0,100.0
2025-03-08,Comcast,T-Mobile FWA,226.0,100.0
2025-03-08,Verizon FWA,Comcast,216.0,100.0
2025-03-08,Spectrum,Frontier,150.0,100.0
2025-03-08,Frontier,Comcast,141.0,100.0
2025-03-08,T-Mobile FWA,AT&T,139.0,100.0
2025-03-08,Verizon,Comcast,131.33333333333334,100.0
2025-03-08,CenturyLink,Comcast,123.0,100.0
2025-03-08,Comcast,Verizon,122.66666666666667,100.0
2025-03-08,Comcast,CenturyLink,113.0,100.0
2025-03-08,Cox Communications,Comcast,111.0,100.0
2025-03-08,Comcast,Cox Communications,102.0,100.0
2025-03-08,Spectrum,Verizon FWA,101.0,100.0
2025-03-08,Spectrum,Cox Communications,99.0,100.0
2025-03-08,Cox Communications,Spectrum,96.0,100.0
2025-03-08,T-Mobile FWA,Cox Communications,93.0,100.0
2025-03-08,Verizon FWA,AT&T,87.0,100.0
2025-03-08,Comcast,Verizon FWA,85.0,100.0
2025-03-08,AT&T,Cox Communications,83.0,100.0
2025-03-08,Comcast,Frontier,78.0,100.0
2025-03-08,Comcast,Altice,75.0,100.0
2025-03-08,Cox Communications,AT&T,73.0,100.0
2025-03-08,AT&T,T-Mobile FWA,72.0,100.0
2025-03-08,Verizon,Spectrum,69.66666666666667,100.0
2025-03-08,CenturyLink,Spectrum,65.0,100.0
2025-03-08,Windstream,Spectrum,61.0,100.0
2025-03-08,Spectrum,Verizon,59.0,100.0
2025-03-08,Spectrum,Altice,59.0,100.0
2025-03-08,Spectrum,Windstream,58.0,100.0
2025-03-08,Spectrum,CenturyLink,58.0,100.0
2025-03-08,Brightspeed,Spectrum,51.0,100.0
2025-03-08,Cox Communications,CenturyLink,50.0,100.0
2025-03-08,Verizon FWA,Cox Communications,49.0,100.0
2025-03-08,Altice,Comcast,48.0,100.0
2025-03-08,CenturyLink,Cox Communications,47.0,100.0
2025-03-08,Cox Communications,T-Mobile FWA,46.0,100.0
2025-03-08,Starlink,Comcast,46.0,100.0
2025-03-08,Verizon FWA,T-Mobile FWA,46.0,100.0
2025-03-08,Altice,Spectrum,44.333333333333336,100.00000000000001
2025-03-08,Spectrum,Brightspeed,41.0,100.0
2025-03-08,Google Fiber,Spectrum,39.0,100.0
2025-03-08,T-Mobile FWA,Altice,38.0,100.0
2025-03-08,Altice,AT&T,38.0,100.0
2025-03-08,Verizon FWA,CenturyLink,36.0,100.0
2025-03-08,Starlink,Spectrum,36.0,100.0
2025-03-08,T-Mobile FWA,CenturyLink,36.0,100.0
2025-03-08,T-Mobile FWA,Frontier,35.0,100.0
2025-03-08,Metronet,Spectrum,35.0,100.0
2025-03-08,Consolidated,Comcast,34.0,100.0
2025-03-08,Astound Broadband,Comcast,33.0,100.0
2025-03-08,Spectrum,Google Fiber,33.0,100.0
2025-03-08,T-Mobile FWA,Verizon FWA,32.0,100.0
2025-03-08,Comcast,WOW!,31.0,100.0
2025-03-08,Verizon FWA,Altice,31.0,100.0
2025-03-08,Metronet,Comcast,29.0,100.0
2025-03-08,Frontier,AT&T,29.0,100.0
2025-03-08,T-Mobile FWA,Verizon,29.0,100.0
2025-03-08,Comcast,Atlantic Broadband,28.0,100.0
2025-03-08,Spectrum,Starlink,28.0,100.0
2025-03-08,Frontier,T-Mobile FWA,27.0,100.0
2025-03-08,Brightspeed,Comcast,27.0,100.0
2025-03-08,Verizon,T-Mobile FWA,27.0,100.0
2025-03-08,Google Fiber,AT&T,27.0,100.0
2025-03-08,TDS Telecom,Spectrum,27.0,100.0
2025-03-08,Verizon FWA,Frontier,27.0,100.0
2025-03-08,Cable One,AT&T,26.0,100.0
2025-03-08,Altice,Frontier,26.0,100.0
2025-03-08,Comcast,Hotwire Fision,26.0,100.0
2025-03-08,Hotwire Fision,Comcast,26.0,100.0
2025-03-08,Mediacom,Spectrum,25.0,100.0
2025-03-08,Google Fiber,Comcast,25.0,100.0
2025-03-08,AT&T,Verizon FWA,25.0,100.0
2025-03-08,Comcast,Windstream,25.0,100.0
2025-03-08,Consolidated,Spectrum,25.0,100.0
2025-03-08,Verizon,AT&T,25.0,100.0
2025-03-08,Comcast,Consolidated,24.0,100.0
2025-03-08,AT&T,Mediacom,24.0,100.0
2025-03-08,Comcast,Cable One,24.0,100.0
2025-03-08,Spectrum,WOW!,24.0,100.0
2025-03-08,Verizon,Altice,23.0,100.0
2025-03-08,Comcast,Astound Broadband,23.0,100.0
2025-03-08,T-Mobile FWA,Brightspeed,23.0,100.0
2025-03-08,Cox Communications,Verizon,23.0,100.0
2025-03-08,AT&T,Altice,22.0,100.0
2025-03-08,AT&T,WOW!,22.0,100.0
2025-03-08,Verizon,Cox Communications,22.0,100.0
2025-03-08,Comcast,Mediacom,22.0,100.0
2025-03-08,AT&T,Verizon,22.0,100.0
2025-03-08,Spectrum,Mediacom,21.0,100.0
2025-03-08,Frontier,Altice,20.0,100.0
2025-03-08,Astound Broadband,Spectrum,20.0,100.0
2025-03-08,Spectrum,TDS Telecom,20.0,100.0
2025-03-08,Lumos,Spectrum,20.0,100.0
2025-03-08,Comcast,Ziply Fiber,20.0,100.0
2025-03-08,Frontier,Verizon FWA,20.0,100.0
2025-03-08,Comcast,Brightspeed,19.0,100.0
2025-03-08,Starlink,T-Mobile FWA,19.0,100.0
2025-03-08,Spectrum,Atlantic Broadband,19.0,100.0
2025-03-08,Verizon FWA,Brightspeed,19.0,100.0
2025-03-08,Midcontinent,Spectrum,19.0,100.0
2025-03-08,Cincinnati Bell,Spectrum,19.0,100.0
2025-03-08,T-Mobile FWA,Windstream,18.0,100.0
2025-03-08,AT&T,Cable One,18.0,100.0
2025-03-08,Verizon FWA,Windstream,18.0,100.0
2025-03-08,Ziply Fiber,Comcast,18.0,100.0
2025-03-08,Verizon FWA,Verizon,17.0,100.0
2025-03-08,Spectrum,Metronet,17.0,100.0
2025-03-08,Spectrum,Astound Broadband,17.0,100.0
2025-03-08,WOW!,Spectrum,17.0,100.0
2025-03-08,Spectrum,Cable One,17.0,100.0
2025-03-08,Cox Communications,Frontier,17.0,100.0
2025-03-08,Mediacom,Comcast,17.0,100.0
2025-03-08,AT&T,Frontier,17.0,100.0
2025-03-08,Altice,T-Mobile FWA,17.0,100.0
2025-03-08,TDS Telecom,Comcast,17.0,100.0
2025-03-08,Altice,Cox Communications,17.0,100.0
2025-03-08,Armstrong,Comcast,17.0,100.0
2025-03-08,T-Mobile FWA,Mediacom,16.0,100.0
2025-03-08,AT&T,Google Fiber,16.0,100.0
2025-03-08,Wyyerd Communications,Cox Communications,16.0,100.0
2025-03-08,Atlantic Broadband,Spectrum,16.0,100.0
2025-03-08,WOW!,Comcast,16.0,100.0
2025-03-08,Hotwire Fision,Spectrum,16.0,100.0
2025-03-08,Cable One,Comcast,16.0,100.0
2025-03-08,Windstream,Comcast,16.0,100.0
2025-03-08,AT&T,Windstream,15.0,100.0
2025-03-08,Windstream,AT&T,15.0,100.0
2025-03-08,Brightspeed,Altice,15.0,100.0
2025-03-08,CenturyLink,Verizon FWA,15.0,100.0
2025-03-08,Service Electric,Comcast,15.0,100.0
2025-03-08,Spectrum,Horry,15.0,100.0
2025-03-08,Frontier,Cable One,14.0,100.0
2025-03-08,Cable One,CenturyLink,14.0,100.0
2025-03-08,Starlink,AT&T,14.0,100.0
2025-03-08,Comcast,Starlink,14.0,100.0
2025-03-08,Spectrum,Hotwire Fision,14.0,100.0
2025-03-08,CenturyLink,AT&T,14.0,100.0
2025-03-08,Comcast,TDS Telecom,14.0,100.0
2025-03-08,Spectrum,Cincinnati Bell,14.0,100.0
2025-03-08,Spectrum,Hughes,13.0,100.0
2025-03-08,CenturyLink,T-Mobile FWA,13.0,100.0
2025-03-08,Cable One,Cox Communications,13.0,100.0
2025-03-08,Cable One,Spectrum,13.0,100.0
2025-03-08,Altice,Verizon FWA,13.0,100.0
2025-03-08,Cox Communications,Verizon FWA,13.0,100.0
2025-03-08,Windstream,T-Mobile FWA,13.0,100.0
2025-03-08,T-Mobile FWA,Astound Broadband,13.0,100.0
2025-03-08,TDS Telecom,CenturyLink,13.0,100.0
2025-03-08,Vexus Fiber,Spectrum,13.0,100.0
2025-03-08,Spectrum,Lumos,13.0,100.0
2025-03-08,T-Mobile FWA,Cable One,12.0,100.0
2025-03-08,AT&T,CenturyLink,12.0,100.0
2025-03-08,Starlink,Windstream,12.0,100.0
2025-03-08,Starlink,Altice,12.0,100.0
2025-03-08,Comcast,Google Fiber,12.0,100.0
2025-03-08,Horry,Spectrum,12.0,100.0
2025-03-08,Comcast,Service Electric,12.0,100.0
2025-03-08,Verizon FWA,Mediacom,12.0,100.0
2025-03-08,Frontier,Mediacom,11.0,100.0
2025-03-08,Metronet,Cox Communications,11.0,100.0
2025-03-08,Brightspeed,AT&T,11.0,100.0
2025-03-08,Comcast,Metronet,11.0,100.0
2025-03-08,Starlink,Brightspeed,11.0,100.0
2025-03-08,Cable One,Frontier,11.0,100.0
2025-03-08,Metronet,Mediacom,11.0,100.0
2025-03-08,Hughes,Comcast,11.0,100.0
2025-03-08,Google Fiber,Cox Communications,11.0,100.0
2025-03-08,Atlantic Broadband,Comcast,11.0,100.0
2025-03-08,Starlink,Frontier,11.0,100.0
2025-03-08,Verizon,Frontier,10.0,100.0
2025-03-08,AT&T,Starlink,10.0,100.0
2025-03-08,Google Fiber,T-Mobile FWA,10.0,100.0
2025-03-08,Mediacom,Windstream,10.0,100.0
2025-03-08,AT&T,C Spire Fiber,10.0,100.0
2025-03-08,Frontier,Cox Communications,10.0,100.0
2025-03-08,Spectrum,Ziply Fiber,10.0,100.0
2025-03-08,Starlink,CenturyLink,10.0,100.0
2025-03-08,Shentel,Comcast,10.0,100.0
2025-03-08,T-Mobile FWA,WOW!,10.0,100.0
2025-03-08,Altice,Verizon,10.0,100.0
2025-03-08,AT&T,Astound Broadband,10.0,100.0
2025-03-09,Spectrum,Comcast,411.0,100.0
2025-03-09,Comcast,Spectrum,364.0,100.0
2025-03-09,AT&T,Comcast,322.0,100.0
2025-03-09,T-Mobile FWA,Spectrum,310.0,100.0
2025-03-09,AT&T,Spectrum,305.6666666666667,100.0
2025-03-09,Spectrum,AT&T,304.0,100.0
2025-03-09,T-Mobile FWA,Comcast,300.0,100.0
2025-03-09,Comcast,AT&T,273.0,100.0
2025-03-09,Comcast,T-Mobile FWA,203.0,100.0
2025-03-09,Verizon FWA,Spectrum,192.0,100.0
2025-03-09,Spectrum,T-Mobile FWA,190.0,100.0
2025-03-09,Verizon FWA,Comcast,170.0,100.0
2025-03-09,Frontier,Spectrum,149.0,100.0
2025-03-09,Spectrum,Frontier,126.0,100.0
2025-03-09,Comcast,CenturyLink,101.0,100.0
2025-03-09,Spectrum,Verizon FWA,100.0,100.0
2025-03-09,Frontier,Comcast,100.0,100.0
2025-03-09,Comcast,Verizon,99.0,100.0
2025-03-09,T-Mobile FWA,AT&T,97.0,100.0
2025-03-09,Spectrum,Cox Communications,94.0,100.0
2025-03-09,Comcast,Cox Communications,91.0,100.0
2025-03-09,CenturyLink,Comcast,89.0,100.0
2025-03-09,Comcast,Verizon FWA,81.0,100.0
2025-03-09,AT&T,Cox Communications,79.0,100.0
2025-03-09,Cox Communications,Comcast,73.0,100.0
2025-03-09,Cox Communications,Spectrum,72.0,100.0
2025-03-09,Verizon,Comcast,70.66666666666667,100.0
2025-03-09,AT&T,T-Mobile FWA,61.0,100.0
2025-03-09,Spectrum,Altice,60.0,100.0
2025-03-09,Spectrum,Verizon,60.0,100.0
2025-03-09,Comcast,Frontier,60.0,100.0
2025-03-09,T-Mobile FWA,Cox Communications,59.0,100.0
2025-03-09,Verizon FWA,AT&T,58.0,100.0
2025-03-09,Comcast,Altice,57.0,100.0
2025-03-09,Verizon,Spectrum,55.0,100.0
2025-03-09,Spectrum,Windstream,52.0,100.0
2025-03-09,Spectrum,CenturyLink,48.0,100.0
2025-03-09,Cox Communications,AT&T,47.0,100.0
2025-03-09,Cox Communications,CenturyLink,42.0,100.0
2025-03-09,Altice,Spectrum,41.0,100.0
2025-03-09,Brightspeed,Spectrum,40.0,100.0
2025-03-09,Spectrum,Brightspeed,35.0,100.0
2025-03-09,CenturyLink,Cox Communications,35.0,100.0
2025-03-09,CenturyLink,Spectrum,35.0,100.0
2025-03-09,Verizon FWA,Cox Communications,35.0,100.0
2025-03-09,Windstream,Spectrum,35.0,100.0
2025-03-09,T-Mobile FWA,Altice,34.0,100.0
2025-03-09,Cox Communications,T-Mobile FWA,34.0,100.0
2025-03-09,Google Fiber,Spectrum,32.0,100.0
2025-03-09,T-Mobile FWA,Verizon,32.0,100.0
2025-03-09,Verizon FWA,T-Mobile FWA,31.0,100.0
2025-03-09,Metronet,Spectrum,29.0,100.0
2025-03-09,Verizon,AT&T,28.0,100.0
2025-03-09,AT&T,Altice,27.0,100.0
2025-03-09,AT&T,Verizon FWA,26.0,100.0
2025-03-09,Starlink,Comcast,26.0,100.0
2025-03-09,Spectrum,Starlink,26.0,100.0
2025-03-09,Spectrum,Cincinnati Bell,25.0,100.0
2025-03-09,Altice,AT&T,24.0,100.0
2025-03-09,Consolidated,Comcast,24.0,100.0
2025-03-09,Spectrum,Google Fiber,24.0,100.0
2025-03-09,Astound Broadband,Comcast,24.0,100.0
2025-03-09,Comcast,Cable One,23.0,100.0
2025-03-09,Comcast,Mediacom,23.0,100.0
2025-03-09,Comcast,Hotwire Fision,23.0,100.0
2025-03-09,WOW!,Comcast,23.0,100.0
2025-03-09,T-Mobile FWA,CenturyLink,23.0,100.0
2025-03-09,Consolidated,Spectrum,23.0,100.0
2025-03-09,Spectrum,Cable One,22.0,100.0
2025-03-09,Comcast,Windstream,22.0,100.0
2025-03-09,Comcast,Consolidated,22.0,100.0
2025-03-09,Windstream,Comcast,21.0,100.0
2025-03-09,Frontier,AT&T,21.0,100.0
2025-03-09,Verizon FWA,CenturyLink,21.0,100.0
2025-03-09,Altice,Verizon,21.0,100.0
2025-03-09,Comcast,WOW!,21.0,100.0
2025-03-09,AT&T,Frontier,20.0,100.0
2025-03-09,Verizon,Cox Communications,20.0,100.0
2025-03-09,Metronet,Comcast,20.0,100.0
2025-03-09,Comcast,Astound Broadband,19.0,100.0
2025-03-09,Spectrum,Mediacom,19.0,100.0
2025-03-09,AT&T,Cable One,19.0,100.0
2025-03-09,Altice,Comcast,19.0,100.0
2025-03-09,Cox Communications,Verizon FWA,19.0,100.0
2025-03-09,Frontier,Altice,19.0,100.0
2025-03-09,Spectrum,TDS Telecom,19.0,100.0
2025-03-09,Starlink,Spectrum,19.0,100.0
2025-03-09,Service Electric,Comcast,19.0,100.0
2025-03-09,Google Fiber,Comcast,19.0,100.0
2025-03-09,Verizon FWA,Frontier,19.0,100.0
2025-03-09,Verizon,T-Mobile FWA,18.0,100.0
2025-03-09,T-Mobile FWA,Windstream,18.0,100.0
2025-03-09,Comcast,TDS Telecom,18.0,100.0
2025-03-09,Brightspeed,Comcast,18.0,100.0
2025-03-09,Hotwire Fision,Comcast,18.0,100.0
2025-03-09,Astound Broadband,Spectrum,18.0,100.0
2025-03-09,Cincinnati Bell,Spectrum,18.0,100.0
2025-03-09,Comcast,Starlink,18.0,100.0
2025-03-09,T-Mobile FWA,Frontier,17.0,100.0
2025-03-09,Mediacom,Spectrum,17.0,100.0
2025-03-09,Cable One,Comcast,17.0,100.0
2025-03-09,Lumos,Spectrum,17.0,100.0
2025-03-09,TDS Telecom,Spectrum,17.0,100.0
2025-03-09,Atlantic Broadband,Comcast,17.0,100.0
2025-03-09,Verizon FWA,Brightspeed,16.0,100.0
2025-03-09,Spectrum,Astound Broadband,16.0,100.0
2025-03-09,Altice,Frontier,16.0,100.0
2025-03-09,Comcast,Atlantic Broadband,16.0,100.0
2025-03-09,Mediacom,Comcast,16.0,100.0
2025-03-09,Verizon FWA,Altice,16.0,100.0
2025-03-09,Atlantic Broadband,Spectrum,15.0,100.0
2025-03-09,Ziply Fiber,Comcast,15.0,100.0
2025-03-09,Spectrum,Consolidated,15.0,100.0
2025-03-09,Frontier,Cox Communications,15.0,100.0
2025-03-09,T-Mobile FWA,Verizon FWA,15.0,100.0
2025-03-09,T-Mobile FWA,Cable One,15.0,100.0
2025-03-09,Spectrum,WOW!,15.0,100.0
2025-03-09,TDS Telecom,Comcast,14.0,100.0
2025-03-09,Starlink,Brightspeed,14.0,100.0
2025-03-09,CenturyLink,Verizon FWA,14.0,100.0
2025-03-09,WOW!,Spectrum,14.0,100.0
2025-03-09,Verizon,Altice,13.333333333333332,100.0
2025-03-09,Armstrong,Spectrum,13.0,100.0
2025-03-09,AT&T,Google Fiber,13.0,100.0
2025-03-09,Windstream,Cox Communications,13.0,100.0
2025-03-09,Hughes,Spectrum,13.0,100.0
2025-03-09,Comcast,Brightspeed,13.0,100.0
2025-03-09,Spectrum,Ziply Fiber,13.0,100.0
2025-03-09,Cable One,Spectrum,13.0,100.0
2025-03-09,Ziply Fiber,Spectrum,13.0,100.0
2025-03-09,CenturyLink,Cable One,12.0,100.0
2025-03-09,Verizon FWA,Verizon,12.0,100.0
2025-03-09,Buckeye,Spectrum,12.0,100.0
2025-03-09,Spectrum,Hughes,12.0,100.0
2025-03-09,Spectrum,Atlantic Broadband,12.0,100.0
2025-03-09,Spectrum,Metronet,11.0,100.0
2025-03-09,Comcast,Service Electric,11.0,100.0
2025-03-09,Google Fiber,AT&T,11.0,100.0
2025-03-09,Starlink,Frontier,11.0,100.0
2025-03-09,CenturyLink,AT&T,11.0,100.0
2025-03-09,Altice,T-Mobile FWA,11.0,100.0
2025-03-09,AT&T,Verizon,11.0,100.0
2025-03-09,Windstream,T-Mobile FWA,11.0,100.0
2025-03-09,Comcast,Ziply Fiber,11.0,100.0
2025-03-09,Cox Communications,Verizon,11.0,100.0
2025-03-09,Hughes,Comcast,11.0,100.0
2025-03-09,Starlink,AT&T,11.0,100.0
2025-03-09,Metronet,Mediacom,11.0,100.0
2025-03-09,AT&T,Starlink,11.0,100.0
2025-03-09,Hotwire Fision,Spectrum,10.0,100.0
2025-03-09,CenturyLink,T-Mobile FWA,10.0,100.0
2025-03-09,Comcast,Google Fiber,10.0,100.0
2025-03-09,Cable One,AT&T,10.0,100.0
2025-03-09,Verizon FWA,Windstream,10.0,100.0
2025-03-09,Verizon FWA,Mediacom,10.0,100.0
2025-03-09,Starlink,Cox Communications,10.0,100.0
2025-03-09,Starlink,Windstream,10.0,100.0
2025-03-09,T-Mobile FWA,Mediacom,10.0,100.0
2025-03-10,Spectrum,Comcast,257.0,100.0
2025-03-10,Comcast,Spectrum,228.0,100.0
2025-03-10,Spectrum,AT&T,204.0,100.0
2025-03-10,AT&T,Comcast,197.0,100.0
2025-03-10,AT&T,Spectrum,187.0,100.0
2025-03-10,Comcast,AT&T,176.0,100.0
2025-03-10,T-Mobile FWA,Spectrum,167.0,100.0
2025-03-10,T-Mobile FWA,Comcast,166.0,100.0
2025-03-10,Frontier,Spectrum,116.0,100.0
2025-03-10,Verizon FWA,Spectrum,108.0,100.0
2025-03-10,Spectrum,T-Mobile FWA,101.0,100.0
2025-03-10,Comcast,T-Mobile FWA,100.0,100.0
2025-03-10,Verizon FWA,Comcast,91.0,100.0
2025-03-10,Verizon,Comcast,78.0,100.0
2025-03-10,Spectrum,Frontier,73.0,100.0
2025-03-10,CenturyLink,Comcast,61.0,100.0
2025-03-10,Comcast,Verizon,59.0,100.0
2025-03-10,T-Mobile FWA,AT&T,58.0,100.0
2025-03-10,Comcast,CenturyLink,56.0,100.0
2025-03-10,Frontier,Comcast,54.0,100.0
2025-03-10,Spectrum,Verizon FWA,54.0,100.0
2025-03-10,Cox Communications,Spectrum,52.0,100.0
2025-03-10,Spectrum,Cox Communications,50.0,100.0
2025-03-10,Comcast,Verizon FWA,49.0,100.0
2025-03-10,Comcast,Cox Communications,47.0,100.0
2025-03-10,AT&T,T-Mobile FWA,46.0,100.0
2025-03-10,Spectrum,Verizon,44.0,100.0
2025-03-10,Cox Communications,Comcast,42.0,100.0
2025-03-10,T-Mobile FWA,Cox Communications,39.0,100.0
2025-03-10,Spectrum,Windstream,36.0,100.0
2025-03-10,Spectrum,Altice,36.0,100.0
2025-03-10,Cox Communications,AT&T,34.0,100.0
2025-03-10,Spectrum,CenturyLink,31.0,100.0
2025-03-10,Verizon FWA,Cox Communications,30.0,100.0
2025-03-10,Comcast,Frontier,30.0,100.0
2025-03-10,Verizon FWA,AT&T,30.0,100.0
2025-03-10,Verizon,Spectrum,30.0,100.0
2025-03-10,Spectrum,Brightspeed,30.0,100.0
2025-03-10,Comcast,Altice,29.0,100.0
2025-03-10,AT&T,Cox Communications,27.0,100.0
2025-03-10,Google Fiber,Spectrum,25.0,100.0
2025-03-10,Cox Communications,T-Mobile FWA,24.0,100.0
2025-03-10,Windstream,Spectrum,23.0,100.0
2025-03-10,Cox Communications,CenturyLink,23.0,100.0
2025-03-10,Brightspeed,Spectrum,22.0,100.0
2025-03-10,Windstream,Comcast,22.0,100.0
2025-03-10,T-Mobile FWA,Verizon,20.0,100.0
2025-03-10,Altice,AT&T,20.0,100.0
2025-03-10,T-Mobile FWA,Altice,19.0,100.0
2025-03-10,Altice,Spectrum,19.0,100.0
2025-03-10,Altice,Comcast,19.0,100.0
2025-03-10,AT&T,Altice,19.0,100.0
2025-03-10,T-Mobile FWA,CenturyLink,19.0,100.0
2025-03-10,Consolidated,Spectrum,18.0,100.0
2025-03-10,Consolidated,Comcast,18.0,100.0
2025-03-10,Verizon FWA,T-Mobile FWA,18.0,100.0
2025-03-10,Frontier,AT&T,18.0,100.0
2025-03-10,Verizon FWA,CenturyLink,18.0,100.0
2025-03-10,Spectrum,Google Fiber,17.0,100.0
2025-03-10,Google Fiber,Comcast,16.0,100.0
2025-03-10,Astound Broadband,Comcast,15.0,100.0
2025-03-10,CenturyLink,Cox Communications,15.0,100.0
2025-03-10,AT&T,Verizon FWA,15.0,100.0
2025-03-10,Comcast,Atlantic Broadband,15.0,100.0
2025-03-10,Altice,T-Mobile FWA,15.0,100.0
2025-03-10,Spectrum,Astound Broadband,15.0,100.0
2025-03-10,Ziply Fiber,Comcast,15.0,100.0
2025-03-10,Spectrum,Starlink,14.0,100.0
2025-03-10,Spectrum,Cincinnati Bell,14.0,100.0
2025-03-10,T-Mobile FWA,Brightspeed,14.0,100.0
2025-03-10,CenturyLink,Spectrum,14.0,100.0
2025-03-10,Starlink,Frontier,13.0,100.0
2025-03-10,Comcast,Cable One,13.0,100.0
2025-03-10,Frontier,Altice,13.0,100.0
2025-03-10,Starlink,Spectrum,13.0,100.0
2025-03-10,Comcast,Windstream,13.0,100.0
2025-03-10,Cincinnati Bell,Spectrum,13.0,100.0
2025-03-10,Metronet,Comcast,13.0,100.0
2025-03-10,AT&T,Frontier,12.0,100.0
2025-03-10,TDS Telecom,Spectrum,12.0,100.0
2025-03-10,Comcast,WOW!,12.0,100.0
2025-03-10,Starlink,Brightspeed,11.0,100.0
2025-03-10,Spectrum,WOW!,11.0,100.0
2025-03-10,Google Fiber,AT&T,11.0,100.0
2025-03-10,Comcast,Starlink,11.0,100.0
2025-03-10,Starlink,Comcast,11.0,100.0
2025-03-10,Brightspeed,Comcast,10.0,100.0
2025-03-10,Comcast,Astound Broadband,10.0,100.0
2025-03-10,Cable One,Comcast,10.0,100.0
2025-03-10,T-Mobile FWA,Frontier,10.0,100.0
2025-03-10,Comcast,Consolidated,10.0,100.0
2025-03-10,Verizon,AT&T,10.0,100.0
2025-03-10,Mediacom,Comcast,10.0,100.0
2025-03-10,AT&T,Verizon,10.0,100.0
2025-03-10,Spectrum,Mediacom,10.0,100.0
2025-03-10,Verizon FWA,Windstream,10.0,100.0
2025-03-11,Comcast,Spectrum,260.0,100.0
2025-03-11,Spectrum,Comcast,259.0,100.0
2025-03-11,AT&T,Spectrum,231.0,100.0
2025-03-11,Spectrum,AT&T,216.0,100.0
2025-03-11,AT&T,Comcast,215.0,100.0
2025-03-11,T-Mobile FWA,Comcast,211.0,100.0
2025-03-11,T-Mobile FWA,Spectrum,185.0,100.0
2025-03-11,Comcast,AT&T,184.0,100.0
2025-03-11,Frontier,Spectrum,140.0,100.0
2025-03-11,Comcast,T-Mobile FWA,132.0,100.0
2025-03-11,Verizon FWA,Comcast,120.0,100.0
2025-03-11,Verizon FWA,Spectrum,99.0,100.0
2025-03-11,Spectrum,T-Mobile FWA,97.0,100.0
2025-03-11,Spectrum,Frontier,89.0,100.0
2025-03-11,Comcast,Verizon,83.0,100.0
2025-03-11,CenturyLink,Comcast,72.0,100.0
2025-03-11,Frontier,Comcast,70.0,100.0
2025-03-11,Comcast,CenturyLink,70.0,100.0
2025-03-11,Spectrum,Verizon FWA,65.0,100.0
