the_date,winner,total_wins,win_share
2025-02-21,Point Broadband,1.0,0.06788866259334692
2025-02-21,IdeaTek,1.0,0.06788866259334692
2025-02-21,Surf Internet,1.0,0.06788866259334692
2025-02-22,Spectrum,546.0,17.1267252195734
2025-02-22,Comcast,542.0,17.00125470514429
2025-02-22,T-Mobile FWA,369.0,11.57465495608532
2025-02-22,AT&T,344.0,10.790464240903388
2025-02-22,Verizon FWA,226.0,7.089084065244667
2025-02-22,Frontier,141.0,4.422835633626097
2025-02-22,Verizon,128.0,4.015056461731493
2025-02-22,Cox Communications,121.0,3.795483061480552
2025-02-22,Altice,105.0,3.2936010037641155
2025-02-22,CenturyLink,97.0,3.042659974905897
2025-02-22,Starlink,52.0,1.631116687578419
2025-02-22,Brightspeed,43.0,1.3488080301129235
2025-02-22,Windstream,42.0,1.3174404015056462
2025-02-22,Metronet,33.0,1.0351317440401506
2025-02-22,Cable One,31.0,0.972396486825596
2025-02-22,Google Fiber,31.0,0.972396486825596
2025-02-22,Mediacom,30.0,0.9410288582183187
2025-02-22,Consolidated,27.0,0.8469259723964868
2025-02-22,Hotwire Fision,22.0,0.6900878293601004
2025-02-22,TDS Telecom,22.0,0.6900878293601004
2025-02-22,Astound Broadband,21.0,0.6587202007528231
2025-02-22,Hughes,19.0,0.5959849435382685
2025-02-22,Ziply Fiber,17.0,0.533249686323714
2025-02-22,Atlantic Broadband,17.0,0.533249686323714
2025-02-22,WOW!,16.0,0.5018820577164367
2025-02-22,Midcontinent,12.0,0.37641154328732745
2025-02-22,C Spire Fiber,11.0,0.3450439146800502
2025-02-22,Shentel,10.0,0.3136762860727729
2025-02-22,Cincinnati Bell,9.0,0.2823086574654956
2025-02-22,GoNetspeed,8.0,0.25094102885821834
2025-02-22,Lumos,8.0,0.25094102885821834
2025-02-22,Horry,7.0,0.21957340025094102
2025-02-22,Service Electric,7.0,0.21957340025094102
2025-02-22,Bluepeak,7.0,0.21957340025094102
2025-02-22,Point Broadband,6.0,0.18820577164366373
2025-02-22,i3 Broadband,6.0,0.18820577164366373
2025-02-22,Vyve Broadband,6.0,0.18820577164366373
2025-02-22,Armstrong,6.0,0.18820577164366373
2025-02-22,IdeaTek,6.0,0.18820577164366373
2025-02-22,Sonic,5.0,0.15683814303638646
2025-02-22,Conexon Connect,5.0,0.15683814303638646
2025-02-22,Wyyerd Communications,5.0,0.15683814303638646
2025-02-22,Surf Internet,4.0,0.12547051442910917
2025-02-22,Buckeye,4.0,0.12547051442910917
2025-02-22,Ezee Fiber,4.0,0.12547051442910917
2025-02-22,Allo Communications,4.0,0.12547051442910917
2025-02-22,Rise Broadband,3.0,0.09410288582183186
2025-02-22,Vexus Fiber,2.0,0.06273525721455459
2025-02-22,Pavlov Media,1.0,0.03136762860727729
2025-02-23,Comcast,682.0,19.41360660404213
2025-02-23,Spectrum,637.0,18.132650156561343
2025-02-23,AT&T,375.0,10.67463706233988
2025-02-23,T-Mobile FWA,365.0,10.389980074010817
2025-02-23,Verizon FWA,226.0,6.433247936236834
2025-02-23,Frontier,150.0,4.269854824935952
2025-02-23,Cox Communications,129.0,3.672075149444919
2025-02-23,Verizon,127.0,3.6151437517791063
2025-02-23,CenturyLink,110.0,3.1312268716196985
2025-02-23,Altice,99.0,2.8181041844577286
2025-02-23,Starlink,83.0,2.3626530031312267
2025-02-23,Brightspeed,46.0,1.309422146313692
2025-02-23,Windstream,40.0,1.138627953316254
2025-02-23,Cable One,36.0,1.0247651579846284
2025-02-23,Google Fiber,35.0,0.9962994591517221
2025-02-23,Mediacom,31.0,0.8824366638200968
2025-02-23,Consolidated,25.0,0.7116424708226587
2025-02-23,Astound Broadband,24.0,0.6831767719897524
2025-02-23,TDS Telecom,23.0,0.654711073156846
2025-02-23,Cincinnati Bell,21.0,0.5977796754910333
2025-02-23,Hotwire Fision,21.0,0.5977796754910333
2025-02-23,WOW!,19.0,0.5408482778252206
2025-02-23,Metronet,18.0,0.5123825789923142
2025-02-23,Hughes,18.0,0.5123825789923142
2025-02-23,Service Electric,16.0,0.4554511813265016
2025-02-23,Ziply Fiber,14.0,0.39851978366068885
2025-02-23,Shentel,13.0,0.3700540848277825
2025-02-23,Atlantic Broadband,12.0,0.3415883859948762
2025-02-23,Midcontinent,12.0,0.3415883859948762
2025-02-23,Armstrong,10.0,0.2846569883290635
2025-02-23,Wyyerd Communications,9.0,0.2561912894961571
2025-02-23,Lumos,8.0,0.2277255906632508
2025-02-23,Conexon Connect,8.0,0.2277255906632508
2025-02-23,GoNetspeed,7.0,0.19925989183034443
2025-02-23,Vyve Broadband,7.0,0.19925989183034443
2025-02-23,Point Broadband,7.0,0.19925989183034443
2025-02-23,Allo Communications,6.0,0.1707941929974381
2025-02-23,Surf Internet,6.0,0.1707941929974381
2025-02-23,Bluepeak,6.0,0.1707941929974381
2025-02-23,IdeaTek,5.0,0.14232849416453175
2025-02-23,Sonic,5.0,0.14232849416453175
2025-02-23,Horry,4.0,0.1138627953316254
2025-02-23,Vexus Fiber,4.0,0.1138627953316254
2025-02-23,C Spire Fiber,4.0,0.1138627953316254
2025-02-23,Ezee Fiber,3.0,0.08539709649871904
2025-02-23,Rise Broadband,3.0,0.08539709649871904
2025-02-23,i3 Broadband,3.0,0.08539709649871904
2025-02-23,Greenlight Networks (NY),1.0,0.02846569883290635
2025-02-24,Comcast,501.0,18.8558524651863
2025-02-24,Spectrum,467.0,17.576213774934136
2025-02-24,AT&T,321.0,12.081294693263079
2025-02-24,T-Mobile FWA,279.0,10.500564546480994
2025-02-24,Verizon FWA,154.0,5.796010538200979
2025-02-24,Verizon,107.0,4.027098231087693
2025-02-24,Frontier,105.0,3.951825366955213
2025-02-24,Cox Communications,102.0,3.8389160707564924
2025-02-24,Altice,80.0,3.0109145652992098
2025-02-24,CenturyLink,74.0,2.785095972901769
2025-02-24,Starlink,50.0,1.881821603312006
2025-02-24,Google Fiber,42.0,1.5807301467820851
2025-02-24,Brightspeed,32.0,1.204365826119684
2025-02-24,Windstream,29.0,1.0914565299209635
2025-02-24,Metronet,24.0,0.9032743695897629
2025-02-24,Consolidated,23.0,0.8656379375235228
2025-02-24,Cable One,22.0,0.8280015054572827
2025-02-24,Cincinnati Bell,21.0,0.7903650733910426
2025-02-24,Astound Broadband,21.0,0.7903650733910426
2025-02-24,Mediacom,19.0,0.7150922092585623
2025-02-24,Ziply Fiber,17.0,0.6398193451260821
2025-02-24,TDS Telecom,16.0,0.602182913059842
2025-02-24,Atlantic Broadband,15.0,0.5645464809936018
2025-02-24,Hughes,12.0,0.45163718479488146
2025-02-24,WOW!,11.0,0.41400075272864134
2025-02-24,Hotwire Fision,11.0,0.41400075272864134
2025-02-24,Vexus Fiber,10.0,0.3763643206624012
2025-02-24,Vyve Broadband,10.0,0.3763643206624012
2025-02-24,Service Electric,9.0,0.3387278885961611
2025-02-24,Midcontinent,9.0,0.3387278885961611
2025-02-24,Shentel,8.0,0.301091456529921
2025-02-24,Conexon Connect,6.0,0.22581859239744073
2025-02-24,Wyyerd Communications,5.0,0.1881821603312006
2025-02-24,C Spire Fiber,5.0,0.1881821603312006
2025-02-24,Rise Broadband,5.0,0.1881821603312006
2025-02-24,Horry,4.0,0.1505457282649605
2025-02-24,Sonic,4.0,0.1505457282649605
2025-02-24,Point Broadband,3.0,0.11290929619872037
2025-02-24,Ezee Fiber,3.0,0.11290929619872037
2025-02-24,Bluepeak,3.0,0.11290929619872037
2025-02-24,i3 Broadband,3.0,0.11290929619872037
2025-02-24,GoNetspeed,3.0,0.11290929619872037
2025-02-24,IdeaTek,2.0,0.07527286413248024
2025-02-24,Buckeye,2.0,0.07527286413248024
2025-02-24,Lumos,2.0,0.07527286413248024
2025-02-24,Greenlight Networks (NY),2.0,0.07527286413248024
2025-02-24,Armstrong,2.0,0.07527286413248024
2025-02-24,Pavlov Media,1.0,0.03763643206624012
2025-02-24,Allo Communications,1.0,0.03763643206624012
2025-02-25,Spectrum,604.0,17.48191027496382
2025-02-25,Comcast,602.0,17.424023154848047
2025-02-25,AT&T,406.0,11.75108538350217
2025-02-25,T-Mobile FWA,361.0,10.44862518089725
2025-02-25,Verizon FWA,223.0,6.4544138929088275
2025-02-25,Frontier,141.0,4.081041968162084
2025-02-25,Verizon,137.0,3.9652677279305353
2025-02-25,Cox Communications,121.0,3.5021707670043414
2025-02-25,Altice,119.0,3.444283646888567
2025-02-25,CenturyLink,99.0,2.8654124457308248
2025-02-25,Starlink,79.0,2.2865412445730824
2025-02-25,Google Fiber,48.0,1.3892908827785817
2025-02-25,Brightspeed,48.0,1.3892908827785817
2025-02-25,Windstream,47.0,1.3603473227206946
2025-02-25,Cable One,38.0,1.0998552821997105
2025-02-25,Metronet,34.0,0.984081041968162
2025-02-25,Atlantic Broadband,26.0,0.7525325615050651
2025-02-25,Mediacom,25.0,0.723589001447178
2025-02-25,Astound Broadband,24.0,0.6946454413892909
2025-02-25,Hotwire Fision,22.0,0.6367583212735166
2025-02-25,Hughes,22.0,0.6367583212735166
2025-02-25,TDS Telecom,22.0,0.6367583212735166
2025-02-25,Cincinnati Bell,18.0,0.5209840810419681
2025-02-25,WOW!,17.0,0.492040520984081
2025-02-25,Consolidated,16.0,0.4630969609261939
2025-02-25,Ziply Fiber,12.0,0.3473227206946454
2025-02-25,Midcontinent,12.0,0.3473227206946454
2025-02-25,Lumos,11.0,0.3183791606367583
2025-02-25,Vyve Broadband,10.0,0.2894356005788712
2025-02-25,Conexon Connect,9.0,0.26049204052098407
2025-02-25,Point Broadband,8.0,0.23154848046309695
2025-02-25,Ezee Fiber,7.0,0.20260492040520983
2025-02-25,Sonic,7.0,0.20260492040520983
2025-02-25,Horry,7.0,0.20260492040520983
2025-02-25,Service Electric,7.0,0.20260492040520983
2025-02-25,Shentel,7.0,0.20260492040520983
2025-02-25,Allo Communications,6.0,0.1736613603473227
2025-02-25,Armstrong,6.0,0.1736613603473227
2025-02-25,Bluepeak,5.0,0.1447178002894356
2025-02-25,IdeaTek,5.0,0.1447178002894356
2025-02-25,Vexus Fiber,5.0,0.1447178002894356
2025-02-25,Wyyerd Communications,4.0,0.11577424023154848
2025-02-25,Pavlov Media,4.0,0.11577424023154848
2025-02-25,Rise Broadband,4.0,0.11577424023154848
2025-02-25,C Spire Fiber,4.0,0.11577424023154848
2025-02-25,Surf Internet,4.0,0.11577424023154848
2025-02-25,Buckeye,4.0,0.11577424023154848
2025-02-25,GoNetspeed,3.0,0.08683068017366136
2025-02-25,i3 Broadband,3.0,0.08683068017366136
2025-02-25,Greenlight Networks (NY),2.0,0.05788712011577424
2025-02-26,Spectrum,685.0,17.680461154607247
2025-02-26,Comcast,672.0,17.344919556052655
2025-02-26,T-Mobile FWA,454.0,11.718145057214146
2025-02-26,AT&T,438.0,11.305170782070034
2025-02-26,Verizon FWA,251.0,6.478533941323239
2025-02-26,Frontier,178.0,4.5943388109782335
2025-02-26,Cox Communications,148.0,3.8200120450830255
2025-02-26,Verizon,125.0,3.226361524563366
2025-02-26,CenturyLink,118.0,3.0456852791878175
2025-02-26,Altice,100.33333333333333,2.5896928503828613
2025-02-26,Starlink,83.0,2.142304052310075
2025-02-26,Brightspeed,48.0,1.2389228254323326
2025-02-26,Google Fiber,45.0,1.1614901488428118
2025-02-26,Cable One,45.0,1.1614901488428118
2025-02-26,Astound Broadband,42.0,1.084057472253291
2025-02-26,Windstream,41.0,1.058246580056784
2025-02-26,Metronet,31.0,0.8001376580917148
2025-02-26,Mediacom,30.0,0.7743267658952079
2025-02-26,Atlantic Broadband,27.0,0.6968940893056871
2025-02-26,TDS Telecom,24.0,0.6194614127161663
2025-02-26,Cincinnati Bell,23.0,0.5936505205196594
2025-02-26,Hughes,23.0,0.5936505205196594
2025-02-26,Consolidated,22.0,0.5678396283231524
2025-02-26,WOW!,19.0,0.49040695173363164
2025-02-26,Lumos,17.0,0.4387851673406178
2025-02-26,Ziply Fiber,17.0,0.4387851673406178
2025-02-26,Hotwire Fision,17.0,0.4387851673406178
2025-02-26,Midcontinent,14.0,0.361352490751097
2025-02-26,Service Electric,13.0,0.33554159855459004
2025-02-26,Armstrong,11.0,0.2839198141615762
2025-02-26,Buckeye,10.0,0.2581089219650693
2025-02-26,Horry,9.0,0.23229802976856234
2025-02-26,Vexus Fiber,9.0,0.23229802976856234
2025-02-26,Bluepeak,9.0,0.23229802976856234
2025-02-26,Conexon Connect,8.0,0.20648713757205542
2025-02-26,Shentel,8.0,0.20648713757205542
2025-02-26,Allo Communications,7.0,0.1806762453755485
2025-02-26,Rise Broadband,7.0,0.1806762453755485
2025-02-26,C Spire Fiber,7.0,0.1806762453755485
2025-02-26,Wyyerd Communications,7.0,0.1806762453755485
2025-02-26,Vyve Broadband,6.0,0.15486535317904157
2025-02-26,GoNetspeed,5.0,0.12905446098253465
2025-02-26,IdeaTek,4.0,0.10324356878602771
2025-02-26,Sonic,4.0,0.10324356878602771
2025-02-26,Pavlov Media,4.0,0.10324356878602771
2025-02-26,Surf Internet,3.0,0.07743267658952079
2025-02-26,Point Broadband,2.0,0.051621784393013855
2025-02-26,i3 Broadband,2.0,0.051621784393013855
2025-02-26,Greenlight Networks (NY),1.0,0.025810892196506927
2025-02-26,Ezee Fiber,1.0,0.025810892196506927
2025-02-27,Spectrum,776.0,18.111093822934492
2025-02-27,Comcast,696.0,16.243970748405165
2025-02-27,AT&T,488.0,11.389450754628909
2025-02-27,T-Mobile FWA,476.6666666666667,11.12494165240392
2025-02-27,Verizon FWA,301.0,7.025050567916601
2025-02-27,Frontier,222.0,5.181266531818888
2025-02-27,Cox Communications,167.0,3.897619418079975
2025-02-27,Verizon,144.0,3.3608215341527927
2025-02-27,Altice,144.0,3.3608215341527927
2025-02-27,CenturyLink,126.0,2.9407188423836934
2025-02-27,Starlink,81.0,1.8904621129609458
2025-02-27,Brightspeed,65.0,1.51703749805508
2025-02-27,Windstream,51.0,1.1902909600124474
2025-02-27,Google Fiber,47.0,1.096934806285981
2025-02-27,Cable One,43.0,1.0035786525595145
2025-02-27,Mediacom,33.0,0.7701882682433483
2025-02-27,Astound Broadband,33.0,0.7701882682433483
2025-02-27,Metronet,29.0,0.6768321145168819
2025-02-27,TDS Telecom,28.0,0.6534930760852652
2025-02-27,Atlantic Broadband,27.0,0.6301540376536486
2025-02-27,Hotwire Fision,22.0,0.5134588454955655
2025-02-27,Hughes,21.0,0.4901198070639489
2025-02-27,WOW!,20.0,0.4667807686323323
2025-02-27,Midcontinent,20.0,0.4667807686323323
2025-02-27,Cincinnati Bell,20.0,0.4667807686323323
2025-02-27,Consolidated,19.0,0.4434417302007157
2025-02-27,Ziply Fiber,17.0,0.3967636533374825
2025-02-27,Lumos,15.0,0.35008557647424926
2025-02-27,Conexon Connect,14.0,0.3267465380426326
2025-02-27,Armstrong,12.0,0.2800684611793994
2025-02-27,Service Electric,11.0,0.25672942274778277
2025-02-27,Vexus Fiber,9.0,0.21005134588454955
2025-02-27,Point Broadband,8.0,0.18671230745293294
2025-02-27,Horry,8.0,0.18671230745293294
2025-02-27,Allo Communications,8.0,0.18671230745293294
2025-02-27,Buckeye,8.0,0.18671230745293294
2025-02-27,GoNetspeed,8.0,0.18671230745293294
2025-02-27,i3 Broadband,7.0,0.1633732690213163
2025-02-27,Wyyerd Communications,7.0,0.1633732690213163
2025-02-27,Rise Broadband,6.0,0.1400342305896997
2025-02-27,Shentel,6.0,0.1400342305896997
2025-02-27,Sonic,6.0,0.1400342305896997
2025-02-27,Bluepeak,6.0,0.1400342305896997
2025-02-27,Ezee Fiber,6.0,0.1400342305896997
2025-02-27,C Spire Fiber,5.0,0.11669519215808308
2025-02-27,Vyve Broadband,5.0,0.11669519215808308
2025-02-27,Surf Internet,5.0,0.11669519215808308
2025-02-27,IdeaTek,4.0,0.09335615372646647
2025-02-27,Pavlov Media,2.0,0.046678076863233234
2025-02-27,Greenlight Networks (NY),2.0,0.046678076863233234
2025-02-28,Spectrum,909.3333333333334,19.18694612463075
2025-02-28,Comcast,824.0,17.38641159094106
2025-02-28,T-Mobile FWA,547.0,11.541707694471794
2025-02-28,AT&T,446.0,9.410606273737514
2025-02-28,Verizon FWA,311.0,6.562104374736249
2025-02-28,Frontier,191.0,4.030102686735124
2025-02-28,Cox Communications,190.0,4.009002672668448
2025-02-28,Verizon,180.0,3.7980025320016875
2025-02-28,Altice,139.0,2.93290195526797
2025-02-28,CenturyLink,124.0,2.6164017442678293
2025-02-28,Starlink,100.0,2.110001406667604
2025-02-28,Windstream,77.0,1.6247010831340551
2025-02-28,Brightspeed,60.0,1.2660008440005626
2025-02-28,Cable One,52.0,1.0972007314671541
2025-02-28,Google Fiber,44.0,0.9284006189337458
2025-02-28,Mediacom,42.0,0.8862005908003937
2025-02-28,Hughes,39.0,0.8229005486003657
2025-02-28,TDS Telecom,39.0,0.8229005486003657
2025-02-28,Consolidated,34.0,0.7174004782669854
2025-02-28,Metronet,32.0,0.6752004501336334
2025-02-28,Astound Broadband,30.0,0.6330004220002813
2025-02-28,Cincinnati Bell,26.0,0.5486003657335771
2025-02-28,Ziply Fiber,26.0,0.5486003657335771
2025-02-28,Atlantic Broadband,23.0,0.48530032353354896
2025-02-28,WOW!,20.0,0.42200028133352085
2025-02-28,Horry,17.0,0.3587002391334927
2025-02-28,Armstrong,16.0,0.3376002250668167
2025-02-28,Service Electric,16.0,0.3376002250668167
2025-02-28,Lumos,16.0,0.3376002250668167
2025-02-28,Shentel,15.0,0.31650021100014064
2025-02-28,Hotwire Fision,13.0,0.27430018286678853
2025-02-28,C Spire Fiber,12.0,0.2532001688001125
2025-02-28,Vexus Fiber,12.0,0.2532001688001125
2025-02-28,Wyyerd Communications,11.0,0.23210015473343645
2025-02-28,Conexon Connect,10.0,0.21100014066676043
2025-02-28,GoNetspeed,9.0,0.18990012660008437
2025-02-28,Point Broadband,9.0,0.18990012660008437
2025-02-28,Sonic,9.0,0.18990012660008437
2025-02-28,Midcontinent,9.0,0.18990012660008437
2025-02-28,i3 Broadband,8.0,0.16880011253340835
2025-02-28,Ezee Fiber,7.0,0.1477000984667323
2025-02-28,Surf Internet,6.0,0.12660008440005624
2025-02-28,Rise Broadband,6.0,0.12660008440005624
2025-02-28,Bluepeak,6.0,0.12660008440005624
2025-02-28,Allo Communications,5.0,0.10550007033338021
2025-02-28,IdeaTek,5.0,0.10550007033338021
2025-02-28,Buckeye,5.0,0.10550007033338021
2025-02-28,Vyve Broadband,5.0,0.10550007033338021
2025-02-28,Pavlov Media,4.0,0.08440005626670417
2025-02-28,Greenlight Networks (NY),3.0,0.06330004220002812
2025-03-01,Spectrum,1886.6666666666667,19.21966790043805
2025-03-01,Comcast,1718.0,17.501443172943056
2025-03-01,T-Mobile FWA,1053.0,10.727019593195017
2025-03-01,AT&T,1031.3333333333333,10.506299025433801
2025-03-01,Verizon FWA,726.0,7.39583687052192
2025-03-01,Frontier,427.0,4.349893035417162
2025-03-01,Cox Communications,358.0,3.6469829196237566
2025-03-01,Verizon,283.0,2.8829501850657073
2025-03-01,CenturyLink,279.0,2.8422017725559443
2025-03-01,Altice,249.33333333333334,2.539984379775205
2025-03-01,Starlink,181.0,1.8438656660667596
2025-03-01,Windstream,135.0,1.3752589222044893
2025-03-01,Brightspeed,118.0,1.202078169037998
2025-03-01,Mediacom,114.0,1.1613297565282354
2025-03-01,Cable One,107.0,1.0900200346361508
2025-03-01,Google Fiber,97.0,0.9881490033617442
2025-03-01,Metronet,87.0,0.8862779720873375
2025-03-01,TDS Telecom,79.0,0.8047811470678122
2025-03-01,Astound Broadband,74.0,0.7538456314306089
2025-03-01,Consolidated,69.0,0.7029101157934057
2025-03-01,Hotwire Fision,65.0,0.662161703283643
2025-03-01,Hughes,57.0,0.5806648782641177
2025-03-01,Atlantic Broadband,52.0,0.5297293626269144
2025-03-01,WOW!,51.0,0.5195422594994737
2025-03-01,Ziply Fiber,51.0,0.5195422594994737
2025-03-01,Armstrong,39.0,0.3972970219701858
2025-03-01,Cincinnati Bell,38.0,0.38710991884274515
2025-03-01,Service Electric,34.0,0.34636150633298246
2025-03-01,Midcontinent,29.0,0.2954259906957792
2025-03-01,Vexus Fiber,29.0,0.2954259906957792
2025-03-01,Rise Broadband,24.0,0.24449047505857588
2025-03-01,Lumos,24.0,0.24449047505857588
2025-03-01,Shentel,21.0,0.2139291656762539
2025-03-01,Allo Communications,20.0,0.20374206254881322
2025-03-01,Vyve Broadband,19.0,0.19355495942137257
2025-03-01,C Spire Fiber,19.0,0.19355495942137257
2025-03-01,Point Broadband,19.0,0.19355495942137257
2025-03-01,GoNetspeed,18.0,0.1833678562939319
2025-03-01,Ezee Fiber,16.0,0.16299365003905059
